name,link
njop2021.pdf,https://bprd.jakarta.go.id/peraturan-perpajakan/pergub-nomor-17-tahun-2021-tentang-penetapan-njop-pbbp2-tahun-2021
flood_*,https://public.tableau.com/app/profile/jsc.data/viz/DataPendukungPotensiGenangan/PetaAwal
