kelurahan,nama_jalan,latitude,longitude,ave_njb
JELAMBAR,JL DAAN MOGOT,-6.1653505,106.7836702,21766250.0
JELAMBAR,JL EMPANG BAHAGIA,-6.1577733,106.7879625,8324857.142857143
JELAMBAR,JL EMPANG BAHAGIA I,-6.1583416,106.7889223,8495000.0
JELAMBAR,JL EMPANG BAHAGIA II,-6.1577733,106.7879625,6195000.0
JELAMBAR,JL EMPANG BAHAGIA III,-6.15938,106.7881534,7345000.0
JELAMBAR,JL EMPANG BAHAGIA IV,-6.1584579,106.7856688,9375000.0
JELAMBAR,JL EMPANG BAHAGIA IX,-6.1582088,106.7882037,6915000.0
JELAMBAR,JL EMPANG BAHAGIA V,-6.1588381,106.7863336,9660000.0
JELAMBAR,JL EMPANG BAHAGIA VIII,-6.1597526,106.788594,8410000.0
JELAMBAR,JL EMPANG BAHAGIA X,-6.1590905,106.7881577,5910000.0
JELAMBAR,JL HADIAH,-6.1591048,106.7817814,10312200.0
JELAMBAR,JL HADIAH I,-6.1591048,106.7817814,12774000.0
JELAMBAR,JL HADIAH II,-6.1591048,106.7817814,13125000.0
JELAMBAR,JL HADIAH III,-6.157102,106.7813718,13125000.0
JELAMBAR,JL HADIAH IV,-6.1577715,106.7819596,13125000.0
JELAMBAR,JL HADIAH UTAMA,-6.1601209,106.7815578,13125000.0
JELAMBAR,JL HADIAH UTAMA I,-6.1591048,106.7817814,13125000.0
JELAMBAR,JL HADIAH UTAMA II,-6.1591048,106.7817814,13125000.0
JELAMBAR,JL HADIAH UTAMA III,-6.157102,106.7813718,13125000.0
JELAMBAR,JL HADIAH UTAMA III A,-6.1581081,106.7818135,13125000.0
JELAMBAR,JL HADIAH UTAMA III C,-6.1574302,106.7816409,13125000.0
JELAMBAR,JL HADIAH UTAMA III.E,-6.157102,106.7813718,13125000.0
JELAMBAR,JL HADIAH UTAMA IV,-6.1577715,106.7819596,13125000.0
JELAMBAR,JL HADIAH VII,-6.1604102,106.7847923,13125000.0
JELAMBAR,JL HADIAH VIII,-6.1608167,106.7847638,13125000.0
JELAMBAR,JL HADIAH XI,-6.1601955,106.782909,13125000.0
JELAMBAR,JL HEMAT,-6.1636956,106.7834105,16490333.333333334
JELAMBAR,JL HEMAT BUNTU I,-6.1640456,106.7837609,12423000.0
JELAMBAR,JL HEMAT I,-6.1632469,106.7835886,12309000.0
JELAMBAR,JL HEMAT II,-6.1632761,106.7830613,12657000.0
JELAMBAR,JL HEMAT III,-6.1630893,106.7822797,12774000.0
JELAMBAR,JL HEMAT RAYA,-6.1643649,106.7833419,12423000.0
JELAMBAR,JL JELAMBAR,-6.1554853,106.7814156,7995000.0
JELAMBAR,JL JELAMBAR BARU,-6.1578248,106.7885564,9645000.0
JELAMBAR,JL JELAMBAR BARU I,-6.1552341,106.7897996,12356200.0
JELAMBAR,JL JELAMBAR BARU II,-6.1556394,106.7894362,13034000.0
JELAMBAR,JL JELAMBAR BARU III,-6.1551391,106.7891827,7635000.0
JELAMBAR,JL JELAMBAR BARU IV,-6.1578248,106.7885564,11904333.333333334
JELAMBAR,JL JELAMBAR BARU IX,-6.1560505,106.788473,9645000.0
JELAMBAR,JL JELAMBAR BARU V,-6.1550798,106.7885561,13034000.0
JELAMBAR,JL JELAMBAR BARU VI,-6.1549942,106.7882907,13034000.0
JELAMBAR,JL JELAMBAR BARU VII,-6.1549964,106.7877536,13034000.0
JELAMBAR,JL JELAMBAR BARU VIII,-6.1568206,106.7873865,11385000.0
JELAMBAR,JL JELAMBAR BARU X,-6.1568795,106.7883848,9645000.0
JELAMBAR,JL JELAMBAR III,-6.1532727,106.7857626,4605000.0
JELAMBAR,JL JELAMBAR IV,-6.1578248,106.7885564,7125000.0
JELAMBAR,JL JELAMBAR JAYA III,-6.1539116,106.7883809,13125000.0
JELAMBAR,JL JELAMBAR MADYA,-6.1590182,106.784619,13125000.0
JELAMBAR,JL JELAMBAR MADYA BARAT,-6.1590182,106.784619,13125000.0
JELAMBAR,JL JELAMBAR MADYA BARAT I,-6.1552646,106.7829722,13125000.0
JELAMBAR,JL JELAMBAR MADYA BARAT II,-6.1554802,106.7837647,13125000.0
JELAMBAR,JL JELAMBAR MADYA BARAT III,-6.1558035,106.7837577,13125000.0
JELAMBAR,JL JELAMBAR MADYA BARAT IV,-6.1560861,106.7833771,13125000.0
JELAMBAR,JL JELAMBAR MADYA BARAT IX,-6.1557919,106.784042,13125000.0
JELAMBAR,JL JELAMBAR MADYA BARAT V,-6.1564035,106.7830297,13125000.0
JELAMBAR,JL JELAMBAR MADYA III,-6.1558035,106.7837577,13125000.0
JELAMBAR,JL JELAMBAR MADYA TIMUR,-6.1556288,106.7856972,13125000.0
JELAMBAR,JL JELAMBAR MADYA TIMUR II,-6.1548209,106.7865192,13125000.0
JELAMBAR,JL JELAMBAR MADYA TIMUR III,-6.1551577,106.7865357,13125000.0
JELAMBAR,JL JELAMBAR MADYA TIMUR IX,-6.1556288,106.7856972,13125000.0
JELAMBAR,JL JELAMBAR MADYA TIMUR VII,-6.1565227,106.7860811,13125000.0
JELAMBAR,JL JELAMBAR MADYA V,-6.1581845,106.7833036,13125000.0
JELAMBAR,JL JELAMBAR MADYA VII,-6.1546102,106.7848716,13125000.0
JELAMBAR,JL JELAMBAR MADYA VIII,-6.1555058,106.7861167,13125000.0
JELAMBAR,JL JELAMBAR RAYA,-6.1528313,106.7859037,16423000.0
JELAMBAR,JL JELAMBAR UTAMA,-6.1532813,106.7846299,7965000.0
JELAMBAR,JL JELAMBAR UTAMA 10,-6.1533052,106.7827145,4605000.0
JELAMBAR,JL JELAMBAR UTAMA II,-6.1532813,106.7846299,9645000.0
JELAMBAR,JL JELAMBAR UTAMA III,-6.1532727,106.7857626,9939000.0
JELAMBAR,JL JELAMBAR UTAMA IV,-6.1537334,106.7858575,8568750.0
JELAMBAR,JL JELAMBAR UTAMA RAYA,-6.1528313,106.7859037,10352142.857142856
JELAMBAR,JL JELAMBAR UTARA,-6.1484282,106.7877092,4605000.0
JELAMBAR,JL KAVLING POLRI,-6.1582862,106.77997618378465,13125000.0
JELAMBAR,JL KEBON PISANG,-6.1534917,106.7810316,7965000.0
JELAMBAR,JL LATUMENTEN I,-6.1616122,106.7887261,6195000.0
JELAMBAR,JL LATUMENTEN II,-6.1612035,106.7884146,6195000.0
JELAMBAR,JL LATUMENTEN II BARAT,-6.1612035,106.7884146,6195000.0
JELAMBAR,JL LATUMENTEN III,-6.1606671,106.788844,6195000.0
JELAMBAR,JL LATUMENTEN III BARAT,-6.1606671,106.788844,6195000.0
JELAMBAR,JL LATUMETEN RAYA,-6.1667089,106.7881343,24625000.0
JELAMBAR,JL MADYA BARAT IV,-6.1560861,106.7833771,13125000.0
JELAMBAR,JL PASAR KEBON PISANG,-6.1534917,106.7810316,4605000.0
JELAMBAR,JL PENERANGAN,-6.1627968,106.7827535,12423000.0
JELAMBAR,JL PENERANGAN I,-6.1625492,106.7814462,12423000.0
JELAMBAR,JL PENERANGAN II,-6.1626304,106.7818974,12423000.0
JELAMBAR,JL PENERANGAN III,-6.1627439,106.7823248,12774000.0
JELAMBAR,JL PENERANGAN IV,-6.1619762,106.7824738,12774000.0
JELAMBAR,JL PENERANGAN V,-6.1627968,106.7827535,12423000.0
JELAMBAR,JL RAHAYU,-6.1647955,106.7853888,14938600.0
JELAMBAR,JL SATRIA,-6.1646425,106.7882471,9409500.0
JELAMBAR,JL SATRIA I,-6.1635097,106.7872036,9665000.0
JELAMBAR,JL SATRIA II,-6.1646425,106.7882471,12195000.0
JELAMBAR,JL SATRIA III,-6.1645348,106.7874722,13604333.333333334
JELAMBAR,JL SATRIA IV,-6.164351,106.7870988,9540000.0
JELAMBAR,JL SATRIA IX,-6.1642339,106.7874884,12195000.0
JELAMBAR,JL SATRIA VI,-6.1645951,106.7879904,12195000.0
JELAMBAR,JL SATRIA VII,-6.1649296,106.7878351,12195000.0
JELAMBAR,JL SATRIA VIII,-6.1652473,106.7877292,12195000.0
JELAMBAR,JL SATRIA X,-6.1657563,106.7858702,8481000.0
JELAMBAR,JL SETIA JAYA,-6.1493035,106.7894795,13125000.0
JELAMBAR,JL SETIA JAYA I,-6.1482839,106.7905483,13125000.0
JELAMBAR,JL SETIA JAYA XII,-6.148406,106.7879081,9645000.0
JELAMBAR,JL SUKA JAYA II,-6.1554928,106.7914556,10564333.333333334
JELAMBAR,JL SUKAJAYA,-6.1545528,106.7923364,7635000.0
JELAMBAR,JL UTAMA RAYA,-6.1528313,106.7859037,9645000.0
JELAMBAR,KEBON PISANG,-6.1534917,106.7810316,4605000.0
JELAMBAR,KP JELAMBAR,-6.1554853,106.7814156,4605000.0
JELAMBAR,LATUMENTEN 1,-6.1612035,106.7884146,6195000.0
JELAMBAR,LATUMENTEN 2 BARAT,-6.1612035,106.7884146,6195000.0
JELAMBAR,LATUMENTEN I,-6.1616122,106.7887261,6195000.0
JELAMBAR,LATUMENTEN I A,-6.1616122,106.7887261,6195000.0
JELAMBAR,SATRIA VIII,-6.1652473,106.7877292,12195000.0
JELAMBAR BARU,3,-6.1495137,106.78671676982428,6195000.0
JELAMBAR BARU,GG IMAN III,-6.1484438,106.7843513,8145000.0
JELAMBAR BARU,HARAPAN JAYA V,-6.1479667,106.7887162,7455000.0
JELAMBAR BARU,HARAPAN JAYA VI,-6.1479311,106.7888888,7455000.0
JELAMBAR BARU,HARAPAN JAYA VII,-6.1475252,106.7895634,6195000.0
JELAMBAR BARU,HARAPAN JAYA VIII,-6.1476269,106.7901,7455000.0
JELAMBAR BARU,JA HARAPAN JAYA,-6.1476269,106.7901,6195000.0
JELAMBAR BARU,JELAMBAR BARAT I,-6.1511793,106.7829895,11305000.0
JELAMBAR BARU,JELAMBAR BARAT II A,-6.150906,106.7823927,11305000.0
JELAMBAR BARU,JELAMBAR BARAT II G,-6.146941,106.7829225,11305000.0
JELAMBAR BARU,JELAMBAR BARAT III,-6.1470304,106.7833004,8145000.0
JELAMBAR BARU,JELAMBAR BARAT III E,-6.1466124,106.7844312,8145000.0
JELAMBAR BARU,JELAMBAR BARU,-6.1488854,106.7920135,5400000.0
JELAMBAR BARU,JELAMBAR ILIR,-6.1483712,106.7837231,8935000.0
JELAMBAR BARU,JELAMBAR JAYA,-6.1549705,106.7894602,4605000.0
JELAMBAR BARU,JELAMBAR JAYA II,-6.1539116,106.7883809,7455000.0
JELAMBAR BARU,JELAMBAR JAYA IV,-6.1538367,106.7874648,8984000.0
JELAMBAR BARU,JELAMBAR SELATAN,-6.1516997,106.7873049,13363000.0
JELAMBAR BARU,JELAMBAR SELATAN IV,-6.152413,106.7841918,9645000.0
JELAMBAR BARU,JELAMBAR SELATAN XV,-6.1507153,106.7870007,9645000.0
JELAMBAR BARU,JELAMBAR SELATAN XVI,-6.1493697,106.7872307,9645000.0
JELAMBAR BARU,JELAMBAR SELATAN XVII E,-6.1496534,106.7898412,13363000.0
JELAMBAR BARU,JELAMBAR TIMUR,-6.1456911,106.7897044,5715000.0
JELAMBAR BARU,JELAMBAR UTAMA,-6.152857,106.7841349,16155000.0
JELAMBAR BARU,JELAMBAR UTAMA I,-6.1515846,106.7840967,9645000.0
JELAMBAR BARU,JELAMBAR UTAMA RAYA,-6.1528313,106.7859037,16155000.0
JELAMBAR BARU,JELAMBAR UTARA,-6.1488854,106.7920135,12758333.333333334
JELAMBAR BARU,JELAMBAR UTARA (B),-6.1550084,106.7919186,6195000.0
JELAMBAR BARU,JELAMBAR UTARA A,-6.1476269,106.7901,6195000.0
JELAMBAR BARU,JELAMBAR UTARA B,-6.1550084,106.7919186,7455000.0
JELAMBAR BARU,JELAMBAR UTARA C,-6.1484282,106.7877092,6195000.0
JELAMBAR BARU,JELAMBAR UTARA D,-6.1484282,106.7877092,7455000.0
JELAMBAR BARU,JELAMBAR UTARA E,-6.1480692,106.7881005,7455000.0
JELAMBAR BARU,JELAMBAR UTARA G,-6.1488854,106.7920135,7455000.0
JELAMBAR BARU,JL F JELAMBAR BARAT,-6.1457171,106.7840423,11305000.0
JELAMBAR BARU,JL H,-6.1503577,106.7896839,9725000.0
JELAMBAR BARU,JL HANOMAN,-6.1467864,106.7849845,15363000.0
JELAMBAR BARU,JL HANOMAN IV,-6.1470803,106.7860341,15363000.0
JELAMBAR BARU,JL HANOMAN XII,-6.1473595,106.7867278,15363000.0
JELAMBAR BARU,JL HARAPAN JAYA,-6.1476269,106.7901,6825000.0
JELAMBAR BARU,JL HARAPAN JAYA VI,-6.1479311,106.7888888,7455000.0
JELAMBAR BARU,JL HARAPAN JAYA VIII,-6.1476269,106.7901,6085000.0
JELAMBAR BARU,JL IMAN,-6.1484438,106.7843513,8145000.0
JELAMBAR BARU,JL JELAMBAR,-6.1578248,106.7885564,11470333.333333334
JELAMBAR BARU,JL JELAMBAR BARAT,-6.1578248,106.7885564,10913352.94117647
JELAMBAR BARU,JL JELAMBAR BARAT II,-6.146941,106.7829225,11305000.0
JELAMBAR BARU,JL JELAMBAR BARAT III,-6.1470304,106.7833004,10086333.333333334
JELAMBAR BARU,JL JELAMBAR BARAT III A,-6.1507666,106.7840484,9645000.0
JELAMBAR BARU,JL JELAMBAR BARU,-6.1578248,106.7885564,10186411.764705881
JELAMBAR BARU,JL JELAMBAR II,-6.1524723,106.7900141,7623000.0
JELAMBAR BARU,JL JELAMBAR ILIR,-6.1483712,106.7837231,10925230.76923077
JELAMBAR BARU,JL JELAMBAR ILIR BARAT III,-6.1483712,106.7837231,8145000.0
JELAMBAR BARU,JL JELAMBAR ILIR III,-6.1483712,106.7837231,8145000.0
JELAMBAR BARU,JL JELAMBAR JAYA,-6.1539116,106.7883809,9950250.0
JELAMBAR BARU,JL JELAMBAR JAYA AA,-6.1532011,106.7879207,7455000.0
JELAMBAR BARU,JL JELAMBAR JAYA III,-6.1539116,106.7883809,9414166.666666666
JELAMBAR BARU,JL JELAMBAR JAYA IV,-6.1538367,106.7874648,8932454.545454545
JELAMBAR BARU,JL JELAMBAR JAYA VI,-6.1479311,106.7888888,8484666.666666666
JELAMBAR BARU,JL JELAMBAR JAYA VII,-6.1475252,106.7895634,7455000.0
JELAMBAR BARU,JL JELAMBAR JAYA XV,-6.1517888,106.7900371,7623000.0
JELAMBAR BARU,JL JELAMBAR RAYA,-6.1528313,106.7859037,11805000.0
JELAMBAR BARU,JL JELAMBAR SELATAN,-6.1516997,106.7873049,10884333.333333334
JELAMBAR BARU,JL JELAMBAR SELATAN II,-6.1524723,106.7900141,7539000.0
JELAMBAR BARU,JL JELAMBAR SELATAN III,-6.1516997,106.7873049,10027000.0
JELAMBAR BARU,JL JELAMBAR SELATAN IV,-6.152413,106.7841918,8550000.0
JELAMBAR BARU,JL JELAMBAR SELATAN IX,-6.1515447,106.7858589,9645000.0
JELAMBAR BARU,JL JELAMBAR SELATAN VI,-6.1520386,106.7824269,9645000.0
JELAMBAR BARU,JL JELAMBAR SELATAN VII,-6.1515846,106.784061,9645000.0
JELAMBAR BARU,JL JELAMBAR SELATAN VIII,-6.1519716,106.7858709,9145000.0
JELAMBAR BARU,JL JELAMBAR SELATAN XI,-6.1506399,106.7853696,11904333.333333334
JELAMBAR BARU,JL JELAMBAR SELATAN XII,-6.1505359,106.7857549,8550000.0
JELAMBAR BARU,JL JELAMBAR SELATAN XIII,-6.1505773,106.7861337,8550000.0
JELAMBAR BARU,JL JELAMBAR SELATAN XIV,-6.1507451,106.786573,9645000.0
JELAMBAR BARU,JL JELAMBAR SELATAN XV,-6.1507153,106.7870007,9645000.0
JELAMBAR BARU,JL JELAMBAR SELATAN XVI,-6.1493697,106.7872307,9023285.714285715
JELAMBAR BARU,JL JELAMBAR SELATAN XVII,-6.1500677,106.791072,10973666.666666666
JELAMBAR BARU,JL JELAMBAR TIMUR,-6.1456911,106.7897044,10919222.222222222
JELAMBAR BARU,JL JELAMBAR TIMUR',-6.1456911,106.7897044,4605000.0
JELAMBAR BARU,JL JELAMBAR UTAMA,-6.152857,106.7841349,10060000.0
JELAMBAR BARU,JL JELAMBAR UTAMA RAYA,-6.1528313,106.7859037,12900000.0
JELAMBAR BARU,JL JELAMBAR UTARA,-6.1484282,106.7877092,6825000.0
JELAMBAR BARU,JL JELAMBAR UTARA G,-6.1551589,106.7903527,7455000.0
JELAMBAR BARU,JL JELAMBAR UTARA III,-6.1499747,106.7889868,6195000.0
JELAMBAR BARU,JL KUSUMA,-6.1514092,106.7815042,17523000.0
JELAMBAR BARU,JL PANGERAN TUBAGUS ANGKE,-6.1435909,106.7866606,19994000.0
JELAMBAR BARU,JL R,-6.1534322,106.7893105,7623000.0
JELAMBAR BARU,JL S,-6.1536875,106.7892661,7623000.0
JELAMBAR BARU,JL SENI BUDAYA,-6.1502049,106.7849015,9246600.0
JELAMBAR BARU,JL SETIA JAYA,-6.1493035,106.7894795,7381857.142857143
JELAMBAR BARU,JL SETIA JAYA II,-6.1476196,106.7901998,7265000.0
JELAMBAR BARU,JL SETIA JAYA IV,-6.1478972,106.7896733,6615000.0
JELAMBAR BARU,JL SETIA JAYA IX,-6.1483568,106.7885447,6825000.0
JELAMBAR BARU,JL SETIA JAYA VI,-6.1488645,106.7892364,6825000.0
JELAMBAR BARU,JL SETIA JAYA VII,-6.1493208,106.7890531,6195000.0
JELAMBAR BARU,JL SETIA JAYA VIII,-6.1493189,106.7888076,6825000.0
JELAMBAR BARU,JL SETIA JAYA XI,-6.149318,106.7881479,6825000.0
JELAMBAR BARU,JL SETIA JAYA XII,-6.148406,106.7879081,6825000.0
JELAMBAR BARU,JL SETIA JAYA XIII,-6.1492778,106.7877181,6825000.0
JELAMBAR BARU,JL SETIA JAYA XIV,-6.1492845,106.7875076,6195000.0
JELAMBAR BARU,JL SETIA JAYA XV,-6.1493013,106.7872895,6825000.0
JELAMBAR BARU,JL SETIA WARGA IX,-6.1486936,106.7824958,11305000.0
JELAMBAR BARU,JL SETIA WARGA VII,-6.1479558,106.7830121,9198333.333333334
JELAMBAR BARU,JL SETIA WARGA VIII,-6.1484751,106.7820544,11305000.0
JELAMBAR BARU,JL SUKA JAYA,-6.1544275,106.791628,18957666.666666668
JELAMBAR BARU,JL SUKA JAYA III,-6.1551174,106.7920641,7623000.0
JELAMBAR BARU,JL SUKA JAYA JELAMBAR BARU,-6.1544275,106.791628,24625000.0
JELAMBAR BARU,JL SUKAJAYA,-6.1545528,106.7923364,7623000.0
JELAMBAR BARU,JL SUKAJAYA IV,-6.1545528,106.7923364,7623000.0
JELAMBAR BARU,JL U,-6.1528628,106.7904948,7623000.0
JELAMBAR BARU,JL U JELAMBAR,-6.1528628,106.7904948,7623000.0
JELAMBAR BARU,JL W,-6.1548082,106.79035,12023000.0
JELAMBAR BARU,JL X,-6.1568795,106.7883848,7623000.0
JELAMBAR BARU,JL Y,-6.1504567,106.7878301,11305000.0
JELAMBAR BARU,JL. JELAMBAR ILIR,-6.1483712,106.7837231,8145000.0
JELAMBAR BARU,JL.JELAMBAR ILIR,-6.1483712,106.7837231,8145000.0
JELAMBAR BARU,P TUBAGUS ANGKE,-6.1435909,106.7866606,24625000.0
JELAMBAR BARU,PANGERAN TUBAGUS ANGKE,-6.1435909,106.7866606,11305000.0
JELAMBAR BARU,SETIA JAYA,-6.1493035,106.7894795,6195000.0
JELAMBAR BARU,SETIA JAYA 9,-6.1493035,106.7894795,7455000.0
JELAMBAR BARU,SETIA JAYA I,-6.1482839,106.7905483,6195000.0
JELAMBAR BARU,SETIA JAYA II,-6.1476196,106.7901998,6195000.0
JELAMBAR BARU,TAMAN DUTA MAS,-6.1472491,106.78153714926157,15363000.0
JELAMBAR BARU,TAMAN HARAPAN INDAH,-6.1465353,106.78567341819533,12603000.0
JELAMBAR BARU,jL SETIA JAYA IV,-6.1478972,106.7896733,6195000.0
JEMBATAN BESI,DURI BARU,-6.1548814,106.7958473,7623000.0
JEMBATAN BESI,JALAN RAYA JEMBATAN BESI,-6.1520062,106.7984228,12423000.0
JEMBATAN BESI,JEMBATAN BESI,-6.151437,106.7943665,14481000.0
JEMBATAN BESI,JEMBATAN BESI 1,-6.151437,106.7943665,7623000.0
JEMBATAN BESI,JEMBATAN BESI I,-6.1488766,106.7983933,7623000.0
JEMBATAN BESI,JEMBATAN BESI II,-6.1508344,106.7976574,9223000.0
JEMBATAN BESI,JEMBATAN BESI JAYA I,-6.1500578,106.7992143,7623000.0
JEMBATAN BESI,JEMBATAN BESI RAYA,-6.1520062,106.7984228,12423000.0
JEMBATAN BESI,JEMBATAN BESI V,-6.1496225,106.7999136,7623000.0
JEMBATAN BESI,JEMBATAN BESI VII,-6.1515133,106.7976272,9063000.0
JEMBATAN BESI,JEMBATAN BESI VIII,-6.1535983,106.7979468,7623000.0
JEMBATAN BESI,JEMBATAN BESI XII,-6.1533118,106.8011033,7623000.0
JEMBATAN BESI,JL ANGKE,-6.1463146,106.79575185314837,12423000.0
JEMBATAN BESI,JL DURI BARU,-6.1548814,106.7958473,8133000.0
JEMBATAN BESI,JL DURI INDAH,-6.1545133,106.7984926,7623000.0
JEMBATAN BESI,JL JAKARTA BARAT,-6.152131499999999,106.79760662661108,35055000.0
JEMBATAN BESI,JL JEMBATAN BESI,-6.1517749,106.800959,9287695.652173912
JEMBATAN BESI,JL JEMBATAN BESI II,-6.1508344,106.7976574,9020806.451612903
JEMBATAN BESI,JL JEMBATAN BESI III,-6.1500282,106.7966117,8080500.0
JEMBATAN BESI,JL JEMBATAN BESI IV,-6.1497892,106.7985115,8199000.0
JEMBATAN BESI,JL JEMBATAN BESI IX,-6.1527096,106.800907,8376333.333333333
JEMBATAN BESI,JL JEMBATAN BESI JAYA,-6.1500578,106.7992143,7623000.0
JEMBATAN BESI,JL JEMBATAN BESI RAYA,-6.1520062,106.7984228,10847842.105263159
JEMBATAN BESI,JL JEMBATAN BESI VI,-6.1510925,106.8009194,9223000.0
JEMBATAN BESI,JL JEMBATAN BESI VII,-6.1515133,106.7976272,8775000.0
JEMBATAN BESI,JL JEMBATAN BESI VIII,-6.1535983,106.7979468,9279000.0
JEMBATAN BESI,JL JEMBATAN BESI XII,-6.1533118,106.8011033,7753909.090909091
JEMBATAN BESI,JL KALI ANYAR,-6.1577795,106.7987455,7623000.0
JEMBATAN LIMA,JL JEMBATAN LIMA,-6.145198199999999,106.80389455591418,11305000.0
JEMBATAN LIMA,JL LAKSA,-6.1431179,106.8058196,11085307.692307692
JEMBATAN LIMA,JL STASIUN ANGKE,-6.1450097,106.8010602,10699250.0
JEMBATAN LIMA,JL TERATE,-6.1423129,106.8030152,9963000.0
JEMBATAN LIMA,JL TUBAGUS ANGKE,-6.1419625,106.8049249,22323000.0
JEMBATAN LIMA,SAWAH LIO RAYA,-6.1473711,106.8016624,9063000.0
JEMBATAN LIMA,SAWAH LIO V,-6.1449069,106.8027023,12423000.0
JEMBATAN LIMA,TERATE,-6.1423129,106.8030152,8323000.0
JOGLO,2,-6.3690925,106.8180563,2779000.0
JOGLO,BATAS WILAYAH,-7.9825995,110.31810985,5095000.0
JOGLO,GG BUBUR,-6.2202554,106.7335188,5095000.0
JOGLO,GG JOGLO BARU,-6.217871,106.7213945,2640000.0
JOGLO,GG LANGGAR,-6.2168294,106.7541328,2925000.0
JOGLO,GG LANGGAR JOGLO,-6.2168294,106.7541328,2925000.0
JOGLO,GG MAUN,-6.2153551,106.7323601,3843000.0
JOGLO,GG MUSHOLA,-6.2225525,106.7216541,4404000.0
JOGLO,GG MUSHOLAH,-6.2210586,106.7186527,2779000.0
JOGLO,GG PROYEK DKI,-6.22092,106.7350457,2779000.0
JOGLO,GG SAYUR ASEM,-6.221331,106.7203865,2640000.0
JOGLO,GG SONETA,-6.2190475,106.7348405,4944000.0
JOGLO,GG SUKABAKTI,-6.2207033,106.7360269,2779000.0
JOGLO,J MURNI,-6.2172038,106.7294639,6195000.0
JOGLO,JL ASEM,-6.221331,106.7203865,2640000.0
JOGLO,JL BAZOKA I,-6.223737,106.7279291,5095000.0
JOGLO,JL BUBUR,-6.2202554,106.7335188,5095000.0
JOGLO,JL EUGENIA,-6.2201756,106.7394372,14095000.0
JOGLO,JL EUGENIA 2,-6.2177625,106.7394322,14095000.0
JOGLO,JL EUGENIA 3,-6.2182425,106.739433,12700000.0
JOGLO,JL EUGENIA 4,-6.2187851,106.7394366,14095000.0
JOGLO,JL EUGENIA 5,-6.2191146,106.7379763,12700000.0
JOGLO,JL EUGENIA 6,-6.2195311,106.7379895,12700000.0
JOGLO,JL EUGENIA 7,-6.2177699,106.7379098,14095000.0
JOGLO,JL EUGENIA 8,-6.2191146,106.7379763,14095000.0
JOGLO,JL HANKAM,-6.2232284,106.7294101,5095000.0
JOGLO,JL JOGLO,-6.2194873,106.7428634,5655980.769230769
JOGLO,JL JOGLO BARU,-6.217871,106.7213945,3990636.3636363638
JOGLO,JL JOGLO RAYA,-6.2187697,106.7444671,6724466.666666667
JOGLO,JL JUHAR,-6.2230069,106.7306438,3867500.0
JOGLO,JL KOMENG,-6.2191075,106.7342323,6963000.0
JOGLO,JL KOMPLEK KEUANGAN,-6.2202407,106.7201797,6963000.0
JOGLO,JL KOPKAMTIB,-6.2197641,106.7271183,5095000.0
JOGLO,JL LANGGAR,-6.2168294,106.7541328,2925000.0
JOGLO,JL LAPANGAN MERAH,-6.2185081,106.7552339,6309000.0
JOGLO,JL MASJID BAABUL MINAN,-6.2213314,106.7412527,3100000.0
JOGLO,JL MASJID DARUL HIKMAH,-6.2167496,106.7215809,2779000.0
JOGLO,JL MERUYA,-6.2198827,106.7374636,8145000.0
JOGLO,JL MERUYA SELATAN,-6.2198827,106.7374636,5979333.333333333
JOGLO,JL MICHELIA 5,-6.2196404,106.7410227,14095000.0
JOGLO,JL MUBAROK,-6.2198208,106.7303397,6963000.0
JOGLO,JL MUBAROK II,-6.2232391,106.7297964,2640000.0
JOGLO,JL MUBAROK III,-6.220704,106.729816,2640000.0
JOGLO,JL MURNI,-6.2172038,106.7294639,4400083.333333333
JOGLO,JL MURNI III,-6.2167823,106.7293264,5044333.333333333
JOGLO,JL MUSHOLA,-6.2225525,106.7216541,4871000.0
JOGLO,JL MUSHOLAH,-6.2210586,106.7186527,2640000.0
JOGLO,JL MUSYAWARAH,-6.2225077,106.7272242,4433285.714285715
JOGLO,JL O,-6.223871,106.73349,5095000.0
JOGLO,JL P,-6.2230591,106.7331759,5095000.0
JOGLO,JL PEMADAM JOGLO,-6.2180814,106.7253301,2852000.0
JOGLO,JL PERINTIS,-6.2158673,106.7306261,4393500.0
JOGLO,JL PETUKANGAN,-6.2210645,106.7578728,12423000.0
JOGLO,JL PETUKANGAN UTARA,-6.2210645,106.7578728,3100000.0
JOGLO,JL PROYEK,-6.22092,106.7350457,3937000.0
JOGLO,JL PROYEK DKI,-6.22092,106.7350457,4945666.666666667
JOGLO,JL RAYA JOGLO,-6.2194873,106.7428634,6292787.878787879
JOGLO,JL RUDAL I,-6.2209973,106.7225996,5095000.0
JOGLO,JL RUDAL II,-6.2214632,106.7222911,5095000.0
JOGLO,JL RUDAL III,-6.2220105,106.7226586,5095000.0
JOGLO,JL RUDAL IV,-6.2225019,106.7220261,5095000.0
JOGLO,JL RUDAL RAYA,-6.2225456,106.7232097,5095000.0
JOGLO,JL RUDAL V,-6.2230373,106.7219573,5095000.0
JOGLO,JL SAMANEA BOULEVARD,-6.2163944,106.7377688,14095000.0
JOGLO,JL SAYUR ASEM,-6.221331,106.7203865,4449333.333333333
JOGLO,JL SEGITIGA,-6.2223656,106.7366696,4323000.0
JOGLO,JL SONETA,-6.2190475,106.7348405,6963000.0
JOGLO,JL SRENGSENG,-6.2178369,106.7579127,3100000.0
JOGLO,JL STRATEGI,-6.2215355,106.7243942,5095000.0
JOGLO,JL STRATEGI I,-6.2208512,106.724928,5095000.0
