kelurahan,nama_jalan,latitude,longitude,ave_njb
KELAPA GADING BARAT,JL RAYA SANUR,-6.153476,106.897142,22295000.0
KELAPA GADING BARAT,JL RAYA TAMPAK SIRING,-6.1504579,106.8995926,30345000.0
KELAPA GADING BARAT,JL RAYA VENESIA,-6.1578799,106.8991243,25995000.0
KELAPA GADING BARAT,JL SANUR ELOK,-6.1537629,106.8996332,30345000.0
KELAPA GADING BARAT,JL SANUR INDAH,-6.1560868,106.8998781,30345000.0
KELAPA GADING BARAT,JL SANUR RAYA,-6.153476,106.897142,30345000.0
KELAPA GADING BARAT,JL SENTOSA,-6.1632576,106.8882313,4605000.0
KELAPA GADING BARAT,JL SENTOSA BARAT,-6.1632576,106.8882313,4605000.0
KELAPA GADING BARAT,JL SENTOSA II,-6.1633209,106.8897441,4605000.0
KELAPA GADING BARAT,JL SENTOSA III,-6.1639289,106.889183,4605000.0
KELAPA GADING BARAT,JL SENTOSA IV,-6.1643009,106.8890548,4605000.0
KELAPA GADING BARAT,JL SENTOSA RAYA,-6.163326,106.8889205,4605000.0
KELAPA GADING BARAT,JL TABAH,-6.1643238,106.8876749,4245800.0
KELAPA GADING BARAT,JL TABAH I,-6.1643238,106.8876749,4178666.6666666665
KELAPA GADING BARAT,JL TABAH II,-6.1627183,106.8838902,3843000.0
KELAPA GADING BARAT,JL TABAH RAYA,-6.1642427,106.8823011,4021857.1428571427
KELAPA GADING BARAT,JL TABAH UJUNG,-6.1650916,106.8889167,4224000.0
KELAPA GADING BARAT,JL TAMAN MEDITERANIA,-6.1584928,106.8952976,25995000.0
KELAPA GADING BARAT,JL TAMPAK SIRING ELOK,-6.152212,106.9006002,30345000.0
KELAPA GADING BARAT,JL TAMPAK SIRING INDAH,-6.1505748,106.9016106,30345000.0
KELAPA GADING BARAT,JL TAMPAK SIRING RAYA,-6.1504579,106.8995926,30345000.0
KELAPA GADING BARAT,JL TANGGUH,-6.1631904,106.8824352,4469000.0
KELAPA GADING BARAT,JL TANGGUH II,-6.1631904,106.8824352,3843000.0
KELAPA GADING BARAT,JL TANGGUH III,-6.1632892,106.8819835,3843000.0
KELAPA GADING BARAT,JL TANGGUH IV,-6.1641734,106.8828208,3843000.0
KELAPA GADING BARAT,JL TANGGUH RAYA,-6.1631304,106.8829694,5095000.0
KELAPA GADING BARAT,JL TANGGUH V,-6.1643391,106.8831228,3843000.0
KELAPA GADING BARAT,JL TANTANGAN,-6.1599325,106.8836599,3843000.0
KELAPA GADING BARAT,JL TEGUH,-6.1618008,106.886867,4605000.0
KELAPA GADING BARAT,JL TEGUH BARAT,-6.1618008,106.886867,4605000.0
KELAPA GADING BARAT,JL TEGUH I,-6.1620482,106.8859106,4605000.0
KELAPA GADING BARAT,JL TEGUH II,-6.1619316,106.886396,4605000.0
KELAPA GADING BARAT,JL TEGUH III,-6.1608945,106.887243,4605000.0
KELAPA GADING BARAT,JL TEGUH IV,-6.1618008,106.886867,4605000.0
KELAPA GADING BARAT,JL TEGUH IV SELATAN,-6.1618008,106.886867,4605000.0
KELAPA GADING BARAT,JL TEGUH IX,-6.1617928,106.8886984,4605000.0
KELAPA GADING BARAT,JL TEGUH RAYA,-6.1607539,106.8870129,4605000.0
KELAPA GADING BARAT,JL TEGUH V,-6.1620274,106.8872347,4605000.0
KELAPA GADING BARAT,JL TEGUH V SELATAN,-6.1626062,106.8867783,4605000.0
KELAPA GADING BARAT,JL TEGUH VI,-6.1627891,106.8870677,4605000.0
KELAPA GADING BARAT,JL TEGUH VII,-6.162341,106.8877435,4605000.0
KELAPA GADING BARAT,JL TEGUH VIII,-6.1616271,106.8884377,4605000.0
KELAPA GADING BARAT,JL TEGUH X,-6.1631846,106.8880717,5784000.0
KELAPA GADING BARAT,JL TEKUN,-6.1651463,106.8817351,3843000.0
KELAPA GADING BARAT,JL TELUK RATAI II,-6.1641899,106.8903694,4605000.0
KELAPA GADING BARAT,JL TELUK RATAI III,-6.1639691,106.8900067,4605000.0
KELAPA GADING BARAT,JL TELUK RATAI IV,-6.1637489,106.8897133,4605000.0
KELAPA GADING BARAT,JL TEMIANG,-6.1584502,106.8896925,4605000.0
KELAPA GADING BARAT,JL TRAMPIL,-6.1639669,106.882462,3843000.0
KELAPA GADING BARAT,JL TRAMPIL I,-6.1640596,106.8819764,3843000.0
KELAPA GADING BARAT,JL TRAMPIL II,-6.1643543,106.8818155,3843000.0
KELAPA GADING BARAT,JL TRAMPIL III,-6.1651423,106.8824351,3843000.0
KELAPA GADING BARAT,JL TRAMPIL IV,-6.1649066,106.8807858,3843000.0
KELAPA GADING BARAT,JL VENESIA,-6.1582534,106.8989166,25995000.0
KELAPA GADING BARAT,JL VENESIA II,-6.157306,106.8973061,25995000.0
KELAPA GADING BARAT,JL VENESIA III,-6.1582534,106.8989166,25995000.0
KELAPA GADING BARAT,JL VILA GADING INDAH,-6.1637919,106.8927961,25995000.0
KELAPA GADING BARAT,JL VILLA GADING INDAH,-6.1645179,106.8922523,25995000.0
KELAPA GADING BARAT,JL. JANUR ASRI VI,-6.144667,106.908535,17523000.0
KELAPA GADING BARAT,KELAPA GADING BOULEVARD,-6.1558293,106.8965295,47923000.0
KELAPA GADING BARAT,KELAPA HIBRIDA RAYA,-6.1481122,106.9094691,17523000.0
KELAPA GADING BARAT,KINTAMANI 1,-6.1527829,106.906231,30345000.0
KELAPA GADING BARAT,KUTA INDAH,-6.158608,106.902608,30345000.0
KELAPA GADING BARAT,MALL ARTHA GADING,-6.1451585,106.8914384,51843000.0
KELAPA GADING BARAT,MOI,-6.1493259,106.8901844,40125000.0
KELAPA GADING BARAT,P BOKORI,-6.1583352,106.8931505,4605000.0
KELAPA GADING BARAT,P REMPANG III,-6.1612041,106.8887278,3843000.0
KELAPA GADING BARAT,PELEPAH ELOK VIII,-6.147433,106.9013283,17523000.0
KELAPA GADING BARAT,PELEPAH RAYA,-6.1596253,106.9025923,5095000.0
KELAPA GADING BARAT,PENYENGAT,-6.1621289,106.8911844,4605000.0
KELAPA GADING BARAT,PERINTIS KEMERDEKAAN,-6.1663423,106.8791145,6195000.0
KELAPA GADING BARAT,PULAU BANGKA,-6.1605018,106.8897424,4605000.0
KELAPA GADING BARAT,PULAU BIDADARI,-6.1582677,106.8921209,4605000.0
KELAPA GADING BARAT,PULAU JAGA UTARA,-6.1569137,106.8926351,4605000.0
KELAPA GADING BARAT,PULAU LAKI,-6.1573187,106.8923893,4605000.0
KELAPA GADING BARAT,PULAU PELANGI,-6.1578628,106.8914795,4605000.0
KELAPA GADING BARAT,PULAU PENYENGAT I,-6.1622911,106.8922718,4605000.0
KELAPA GADING BARAT,PULAU RAYA,-6.1573187,106.8923893,4605000.0
KELAPA GADING BARAT,PULAU REMPANG II,-6.1602967,106.8879107,3843000.0
KELAPA GADING BARAT,PULAU SAMBU II,-6.1591396,106.8891507,3843000.0
KELAPA GADING BARAT,PULAU TEMIANG II,-6.1584502,106.8896925,4605000.0
KELAPA GADING BARAT,PULO RAYA,-6.1591498,106.892667,4605000.0
KELAPA GADING BARAT,RAYA CASABLANCA,-6.1599156,106.8967036,25995000.0
KELAPA GADING BARAT,RAYA KELAPA NIAS,-6.1507862,106.9034473,35235000.0
KELAPA GADING BARAT,RAYA PELEPAH INDAH,-6.1588588,106.9030955,30345000.0
KELAPA GADING BARAT,RUKAN ARTHA GADING NIAGA,-6.145515,106.8944799,51843000.0
KELAPA GADING BARAT,SENTOSA II,-6.1633209,106.8897441,4605000.0
KELAPA GADING BARAT,SENTOSA III,-6.1639289,106.889183,4605000.0
KELAPA GADING BARAT,SENTOSA RAYA,-6.163326,106.8889205,4605000.0
KELAPA GADING BARAT,SENTOSA TIMUR,-6.163326,106.8889205,4605000.0
KELAPA GADING BARAT,TAMPAK SIRING INDAH,-6.1505748,106.9016106,30345000.0
KELAPA GADING BARAT,TANGGUH I,-6.1631904,106.8824352,3843000.0
KELAPA GADING BARAT,TEGUH SELATAN,-6.1618008,106.886867,4605000.0
KELAPA GADING BARAT,TELUK RATAI III,-6.1639691,106.8900067,4605000.0
KELAPA GADING BARAT,TELUK RATAI V,-6.1635887,106.8893904,4605000.0
KELAPA GADING BARAT,TEMIANG IV,-6.1584502,106.8896925,4605000.0
KELAPA GADING BARAT,VILA GADING INDAH,-6.1637919,106.8927961,25995000.0
KELAPA GADING BARAT,VILLA ARTHA GADING,-6.1490763,106.8947556,30723000.0
KELAPA GADING BARAT,VILLA GADING INDAH,-6.1645179,106.8922523,25995000.0
KELAPA GADING TIMUR,BANGUN CIPTA SARANA,-6.1769188,106.9072851,6963000.0
KELAPA GADING TIMUR,BIRU LAUT TIMUR,-6.16614725,106.90716413666175,9645000.0
KELAPA GADING TIMUR,BOULEVARD,-6.1597761,106.9044652,51843000.0
KELAPA GADING TIMUR,CAKALELE,-6.1716097,106.9076825,9645000.0
KELAPA GADING TIMUR,DAHLIA II,-6.1764131,106.9007584,9843000.0
KELAPA GADING TIMUR,GADING ELOK BARAT,-6.1685506,106.9033458,12195000.0
KELAPA GADING TIMUR,GADING ELOK TIMUR VIII,-6.1703928,106.9067112,17523000.0
KELAPA GADING TIMUR,GADING ELOK UTARA II,-6.164752,106.905319,13125000.0
KELAPA GADING TIMUR,GADING ELOK UTARA III,-6.1648316,106.9033304,13125000.0
KELAPA GADING TIMUR,GADING KUSUMA -V,-6.1721165,106.9073989,17523000.0
KELAPA GADING TIMUR,GADING KUSUMA I,-6.1722069,106.9060772,17523000.0
KELAPA GADING TIMUR,GADING KUSUMA II,-6.1721165,106.9073989,17523000.0
KELAPA GADING TIMUR,GADING KUSUMA IV,-6.1722069,106.9060772,17523000.0
KELAPA GADING TIMUR,GADING KUSUMA V,-6.1721165,106.9073989,16973000.0
KELAPA GADING TIMUR,GADING KUSUMA VI,-6.1721165,106.9073989,17523000.0
KELAPA GADING TIMUR,GADING KUSUMA VIII,-6.1721165,106.9073989,17523000.0
KELAPA GADING TIMUR,GADING PUTIH UTARA RAYA,-6.1737141,106.901063,13125000.0
KELAPA GADING TIMUR,GADING SURYA,-6.1678857,106.9086544,9645000.0
KELAPA GADING TIMUR,GG MASJID,-6.1773598,106.9031936,9677000.0
KELAPA GADING TIMUR,GG PEJUANG,-6.1764171,106.9027803,7209000.0
KELAPA GADING TIMUR,GG PEJUANG 4,-6.1766443,106.9018482,7455000.0
KELAPA GADING TIMUR,GG PERINTIS,-6.1760476,106.8943427,6963000.0
KELAPA GADING TIMUR,GG PERINTIS 1,-6.1758808,106.894156,6963000.0
KELAPA GADING TIMUR,GG PERINTIS 2,-6.1777143,106.9036366,6963000.0
KELAPA GADING TIMUR,GG PERINTIS 3,-6.1775465,106.9024171,6963000.0
KELAPA GADING TIMUR,GG PERINTIS 4,-6.1771165,106.9020802,6963000.0
KELAPA GADING TIMUR,GG PERINTIS I,-6.178365,106.9045156,6963000.0
KELAPA GADING TIMUR,GG PERINTIS II,-6.1780894,106.9046026,6963000.0
KELAPA GADING TIMUR,GG PERJUANGAN,-6.1768056,106.9030304,7455000.0
KELAPA GADING TIMUR,GG RT/RW,-6.1831902,106.9122237,6963000.0
KELAPA GADING TIMUR,GG SWADAYA,-6.1768463,106.9069328,6963000.0
KELAPA GADING TIMUR,GG.PERINTIS I,-6.178365,106.9045156,6963000.0
KELAPA GADING TIMUR,HIJAU DAUN,-6.1655542,106.9077491,11305000.0
KELAPA GADING TIMUR,JALAN BALET,-6.1674167,106.9092853,9645000.0
KELAPA GADING TIMUR,JANUR HIJAU VII,-6.1699075,106.8987793,14095000.0
KELAPA GADING TIMUR,JANUR HIJAU XII,-6.1655408,106.8997181,13125000.0
KELAPA GADING TIMUR,JL,-6.1682935,106.9042145,6963000.0
KELAPA GADING TIMUR,JL 9,-6.1561306,106.9068348,6963000.0
KELAPA GADING TIMUR,JL ANGGREK,-6.1751997,106.8985111,9843000.0
KELAPA GADING TIMUR,JL ARIMBI,-6.167939,106.9102317,9645000.0
KELAPA GADING TIMUR,JL BALET,-6.1674167,106.9092853,9645000.0
KELAPA GADING TIMUR,JL BANGUN CIPTA SARANA,-6.1769188,106.9072851,7683000.0
KELAPA GADING TIMUR,JL BARONG,-6.1706489,106.9078227,9645000.0
KELAPA GADING TIMUR,JL BIRU LAUT,-6.1651991,106.9061806,11305000.0
KELAPA GADING TIMUR,JL BIRU LAUT BARAT,-6.1651991,106.9061806,25715000.0
KELAPA GADING TIMUR,JL BIRU LAUT TIMUR,-6.1651991,106.9061806,9645000.0
KELAPA GADING TIMUR,JL BIRU TIMUR LAUT,-6.1654802,106.9095501,9645000.0
KELAPA GADING TIMUR,JL BONDAN,-6.1699987,106.9078675,9645000.0
KELAPA GADING TIMUR,JL BOULEVARD,-6.1612603,106.9068028,50169000.0
KELAPA GADING TIMUR,JL BOULEVARD BARAT,-6.1598196,106.9045378,33474000.0
KELAPA GADING TIMUR,JL BOULEVARD GADING BARAT,-6.1572822,106.8995481,51843000.0
KELAPA GADING TIMUR,JL BOULEVARD KELAPA GADING,-6.1612603,106.9068028,45596714.28571428
KELAPA GADING TIMUR,JL BULEVAR KELAPA GADING,-6.1608681,106.9052394,32969000.0
KELAPA GADING TIMUR,JL CAKALELE,-6.1716097,106.9076825,9645000.0
KELAPA GADING TIMUR,JL CEMPAKA,-6.176005,106.897898,9843000.0
KELAPA GADING TIMUR,JL CENGKIR BARAT II,-6.1654757,106.9029207,13125000.0
KELAPA GADING TIMUR,JL CENGKIR BARAT V,-6.165113,106.9045703,13125000.0
KELAPA GADING TIMUR,JL CENGKIR BARAT X,-6.1628892,106.9045249,13125000.0
KELAPA GADING TIMUR,JL CENGKIR TIMUR II,-6.1677118,106.9064944,10455000.0
KELAPA GADING TIMUR,JL CENGKIR TIMUR III,-6.167375,106.9066884,10455000.0
KELAPA GADING TIMUR,JL CIPTA SARANA,-6.1769188,106.9072851,6963000.0
KELAPA GADING TIMUR,JL DAHLIA I,-6.1767877,106.9008593,9843000.0
KELAPA GADING TIMUR,JL DAHLIA II,-6.1764131,106.9007584,9843000.0
KELAPA GADING TIMUR,JL DAHLIA III,-6.1760898,106.9007235,9843000.0
KELAPA GADING TIMUR,JL DAHLIA IV,-6.1757199,106.9005951,9843000.0
KELAPA GADING TIMUR,JL DAHLIA RAYA,-6.175168,106.9004018,9843000.0
KELAPA GADING TIMUR,JL DEWI SINTA,-6.168505,106.909422,9645000.0
KELAPA GADING TIMUR,JL DISCO,-6.1688687,106.9100815,9645000.0
KELAPA GADING TIMUR,JL FLAMBOYAN,-6.1698701,106.9086536,9678000.0
KELAPA GADING TIMUR,JL GADING ELOK BARAT I,-6.1687748,106.9036745,12815000.0
KELAPA GADING TIMUR,JL GADING ELOK BARAT II,-6.1685506,106.9033458,12815000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR,-6.1648376,106.9062324,13431000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR I,-6.1680155,106.9052155,12815000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR II,-6.168531,106.9053082,13125000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR III,-6.1696221,106.9050291,13125000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR IV,-6.1703909,106.9049793,13125000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR V,-6.1687967,106.9063936,13125000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR VI,-6.1690143,106.9066621,13125000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR VII,-6.1692263,106.9069405,11965000.0
KELAPA GADING TIMUR,JL GADING ELOK TIMUR VIII,-6.1703928,106.9067112,13968200.0
KELAPA GADING TIMUR,JL GADING ELOK UTARA,-6.1648376,106.9062324,12215000.0
KELAPA GADING TIMUR,JL GADING ELOK UTARA I,-6.1659463,106.9051157,12815000.0
KELAPA GADING TIMUR,JL GADING ELOK UTARA II,-6.164752,106.905319,13125000.0
KELAPA GADING TIMUR,JL GADING ELOK UTARA III,-6.1648316,106.9033304,12505000.0
KELAPA GADING TIMUR,JL GADING INDAH,-6.1591743,106.9096304,13125000.0
KELAPA GADING TIMUR,JL GADING INDAH RAYA,-6.1591743,106.9096304,38408333.333333336
KELAPA GADING TIMUR,JL GADING KUSUMA,-6.1722069,106.9060772,17523000.0
KELAPA GADING TIMUR,JL GADING KUSUMA RAYA,-6.1722069,106.9060772,17523000.0
KELAPA GADING TIMUR,JL GADING KUSUMA VIII,-6.1721165,106.9073989,17523000.0
KELAPA GADING TIMUR,JL GADING PERMAI RAYA,-6.1778528,106.8975413,12195000.0
KELAPA GADING TIMUR,JL GADING PUTIH I,-6.1712538,106.900403,13125000.0
KELAPA GADING TIMUR,JL GADING PUTIH II,-6.1699163,106.9016888,12660000.0
KELAPA GADING TIMUR,JL GADING PUTIH III,-6.1707519,106.901688,13125000.0
KELAPA GADING TIMUR,JL GADING PUTIH IV,-6.1727748,106.9011359,11478000.0
KELAPA GADING TIMUR,JL GADING PUTIH RAYA,-6.1737141,106.901063,12973333.333333334
KELAPA GADING TIMUR,JL GADING PUTIH RAYA UTARA,-6.1737141,106.901063,12660000.0
KELAPA GADING TIMUR,JL GADING PUTIH UTARA RAYA,-6.1737141,106.901063,12815000.0
KELAPA GADING TIMUR,JL GADING RAYA,-6.1737141,106.901063,11135000.0
KELAPA GADING TIMUR,JL GADING SURYA,-6.1678857,106.9086544,9645000.0
KELAPA GADING TIMUR,JL GADING TIMUR IV,-6.1703909,106.9049793,13125000.0
KELAPA GADING TIMUR,JL GAMBYONG,-6.1718476,106.9087214,9645000.0
KELAPA GADING TIMUR,JL GIRING GIRING,-6.1702097,106.908947,9645000.0
KELAPA GADING TIMUR,JL GIRING-GIRING,-6.1702097,106.908947,9645000.0
KELAPA GADING TIMUR,JL GOLEK,-6.1703973,106.9079648,9645000.0
KELAPA GADING TIMUR,JL HIJAU DAUN,-6.1655542,106.9077491,10965000.0
KELAPA GADING TIMUR,JL JAMBU MERAH,-6.167119,106.9068576,10455000.0
KELAPA GADING TIMUR,JL JANGER,-6.1706489,106.9078227,9645000.0
KELAPA GADING TIMUR,JL JANUR HIJAU,-6.1660293,106.8988332,13610000.0
KELAPA GADING TIMUR,JL JANUR HIJAU I,-6.1719062,106.8969978,14095000.0
KELAPA GADING TIMUR,JL JANUR HIJAU II,-6.1715328,106.8972348,14095000.0
KELAPA GADING TIMUR,JL JANUR HIJAU III,-6.1711823,106.8974313,14095000.0
KELAPA GADING TIMUR,JL JANUR HIJAU IV,-6.1707973,106.8976957,14095000.0
KELAPA GADING TIMUR,JL JANUR HIJAU V,-6.1706727,106.8983083,14095000.0
KELAPA GADING TIMUR,JL JANUR HIJAU VI,-6.1702757,106.8985517,14095000.0
KELAPA GADING TIMUR,JL JANUR HIJAU VII,-6.1699075,106.8987793,14095000.0
KELAPA GADING TIMUR,JL JANUR HIJAU VIII,-6.1693559,106.8986732,13729000.0
KELAPA GADING TIMUR,JL JANUR HIJAU X,-6.1660452,106.8988601,13125000.0
KELAPA GADING TIMUR,JL JANUR HIJAU XI,-6.1659198,106.8994813,13610000.0
KELAPA GADING TIMUR,JL JANUR HIJAU XII,-6.1655408,106.8997181,13610000.0
KELAPA GADING TIMUR,JL JANUR HIJAU XIII,-6.1652095,106.8999695,13610000.0
KELAPA GADING TIMUR,JL JANUR INDAH,-6.1578444,106.9062767,17245000.0
KELAPA GADING TIMUR,JL JANUR INDAH 2,-6.1592541,106.9053936,16155000.0
KELAPA GADING TIMUR,JL JANUR INDAH XI,-6.1548398,106.9062541,17245000.0
KELAPA GADING TIMUR,JL JANUR INDAH XII,-6.1553215,106.9078576,17245000.0
KELAPA GADING TIMUR,JL JANUR KUNING I,-6.1643573,106.9003862,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING II,-6.1647919,106.9018788,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING III,-6.1642623,106.9017192,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING IV,-6.1639392,106.9019404,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING IX,-6.1617,106.901998,14095000.0
KELAPA GADING TIMUR,JL JANUR KUNING V,-6.1630189,106.9012538,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING VI,-6.1634861,106.9026854,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING VII,-6.1623612,106.9015905,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING VIII,-6.1630703,106.9034167,13125000.0
KELAPA GADING TIMUR,JL JANUR KUNING X,-6.1622617,106.9035439,14095000.0
KELAPA GADING TIMUR,JL JANUR KUNING XI,-6.1618944,106.9037684,14095000.0
KELAPA GADING TIMUR,JL JANUR KUNING XII,-6.1611213,106.9033377,14095000.0
KELAPA GADING TIMUR,JL JANUR KUNING XIII,-6.1603862,106.9028096,14095000.0
KELAPA GADING TIMUR,JL JANUR RAYA,-6.1717812,106.8959666,14095000.0
KELAPA GADING TIMUR,JL JIHAD,-6.1773598,106.9031936,7209000.0
KELAPA GADING TIMUR,JL JINGGA RAYA,-6.1636125,106.9088285,11305000.0
KELAPA GADING TIMUR,JL JOGET,-6.1687101,106.9098054,9645000.0
KELAPA GADING TIMUR,JL KANTIL,-6.176772,106.8998645,9843000.0
KELAPA GADING TIMUR,JL KAPARINYO,-6.1666912,106.9088387,9645000.0
KELAPA GADING TIMUR,JL KECAK,-6.1721108,106.9085709,9645000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR,-6.1676208,106.9048481,11790000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT,-6.164705,106.90308,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT I,-6.1658102,106.9027156,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT II,-6.1654757,106.9029207,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT III,-6.1651946,106.9031051,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT IV,-6.1654716,106.9043489,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT V,-6.165113,106.9045703,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT VI,-6.1642086,106.9037248,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT VII,-6.1638775,106.9039256,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT VIII,-6.1643952,106.9055141,12195000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT X,-6.1628892,106.9045249,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT XI,-6.1637882,106.906774,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT XII,-6.1622018,106.9049418,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR BARAT XIII,-6.1623049,106.9058508,13125000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR II,-6.1677118,106.9064944,10455000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR RAYA,-6.1685703,106.9061183,16094800.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR TIMUR,-6.1676208,106.9048481,10455000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR TIMUR I,-6.1680451,106.9062999,10455000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR TIMUR II,-6.1677118,106.9064944,10667500.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR TIMUR III,-6.167375,106.9066884,10455000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR TIMUR V,-6.1667708,106.9057156,10455000.0
KELAPA GADING TIMUR,JL KELAPA CENGKIR XI,-6.1637882,106.906774,13125000.0
KELAPA GADING TIMUR,JL KELAPA GADING,-6.153647,106.9080101,6963000.0
KELAPA GADING TIMUR,JL KELAPA GADING BOULEVARD,-6.1580442,106.9069845,48625166.666666664
KELAPA GADING TIMUR,JL KELAPA GADING INDAH,-6.1542587,106.9085291,13125000.0
KELAPA GADING TIMUR,JL KELAPA GADING PERMAI,-6.1778528,106.8975413,14736666.666666666
KELAPA GADING TIMUR,JL KELAPA GADING PERMAI RAYA,-6.1778528,106.8975413,12700000.0
KELAPA GADING TIMUR,JL KELAPA GADING RAYA,-6.1778528,106.8975413,12195000.0
KELAPA GADING TIMUR,JL KELAPA GADING TIMUR,-6.153647,106.9080101,6963000.0
KELAPA GADING TIMUR,JL KELAPA HIJAU,-6.176602,106.8971032,15105000.0
KELAPA GADING TIMUR,JL KELAPA HIJAU I,-6.1769718,106.8967582,15105000.0
KELAPA GADING TIMUR,JL KELAPA HIJAU II,-6.176602,106.8971032,15105000.0
KELAPA GADING TIMUR,JL KELAPA HIJAU III,-6.176517,106.8969499,15105000.0
KELAPA GADING TIMUR,JL KELAPA HIJAU IV,-6.175993,106.8969646,15105000.0
KELAPA GADING TIMUR,JL KELAPA HIJAU V,-6.1754783,106.8969834,33474000.0
KELAPA GADING TIMUR,JL KELAPA HIJAU VI,-6.1749516,106.8969767,15105000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR,-6.1713133,106.9046012,13138333.333333334
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT,-6.1674196,106.9022834,12660000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT I,-6.1686882,106.9015383,12660000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT II,-6.1683225,106.9016676,12660000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT III,-6.1680569,106.9019134,12195000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT IV,-6.1685506,106.9033458,12660000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT V,-6.1674196,106.9022834,13125000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT VI,-6.1671241,106.9024245,13125000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR BARAT VII,-6.166817,106.9026616,13125000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR I,-6.1686882,106.9015383,13125000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR II,-6.1683225,106.9016676,12195000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR III,-6.1680569,106.9019134,13125000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR RAYA,-6.1696039,106.9018735,13133000.0
KELAPA GADING TIMUR,JL KELAPA KOPYOR TIMUR,-6.1713133,106.9046012,13125000.0
KELAPA GADING TIMUR,JL KELAPA LILIN,-6.1559951,106.9049304,17245000.0
KELAPA GADING TIMUR,JL KELAPA LILIN RAYA,-6.158912,106.9082664,17245000.0
KELAPA GADING TIMUR,JL KELAPA MOLEK,-6.1730597,106.9050997,13125000.0
KELAPA GADING TIMUR,JL KELAPA MOLEK I,-6.1721064,106.8993428,12195000.0
KELAPA GADING TIMUR,JL KELAPA MOLEK II,-6.1725404,106.9007645,12195000.0
KELAPA GADING TIMUR,JL KELAPA MOLEK III,-6.1715183,106.8998171,12195000.0
KELAPA GADING TIMUR,JL KELAPA MOLEK IV,-6.1736944,106.9047236,13125000.0
KELAPA GADING TIMUR,JL KELAPA MOLEK V,-6.1719882,106.9027909,13448333.333333334
KELAPA GADING TIMUR,JL KELAPA MOLEK VI,-6.1730597,106.9050997,13125000.0
KELAPA GADING TIMUR,JL KELAPA MOLEK VII,-6.1716044,106.9043913,13125000.0
KELAPA GADING TIMUR,JL KELAPA NIAS,-6.153647,106.9080101,17245000.0
KELAPA GADING TIMUR,JL KELAPA NIAS RAYA,-6.153647,106.9080101,17245000.0
KELAPA GADING TIMUR,JL KELAPA PERMAI,-6.1778528,106.8975413,15105000.0
KELAPA GADING TIMUR,JL KELAPA PUAN,-6.1622673,106.9068499,14095000.0
KELAPA GADING TIMUR,JL KELAPA PUAN RAYA,-6.1622673,106.9068499,33664333.333333336
