kota,kecamatan,kelurahan,nama_jalan,latitude,longitude
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL AKUSTIK,-6.3322894,106.889963
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL FLORA,-6.3640943,106.9009779
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL HIBRIDA,-6.3335532,106.8913347
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KAVLING DKI,-6.3338394,106.8897546
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KAVLING DKI I,-6.3338394,106.8897546
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KAVLING I,-6.3338394,106.8897546
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG BANTENG,-6.3596925,106.8981281
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CIKAGO,-6.3248691,106.887892
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL SETIA,-6.3236617,106.8879251
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,CIPAYUNG NO.14,-6.329545,106.8930244
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG TENGKI,-6.3299756,106.8943018
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CEMARA,-6.335238,106.8930888
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CEMARA RAYA,-6.3274904,106.8952449
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KENANGA,-6.3355603,106.8911607
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KRAMAT,-6.3461118,106.9149595
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MUSHOLA,-6.3421392,106.8969116
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MUSHOLLA,-6.2956203,106.9081427
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL VILLA CIPAYUNG,-6.4431441,106.8035889
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL. SMA 64,-6.3310773,106.8907077
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL.TENGKI,-6.3299756,106.8943018
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,TENGKI,-6.3299756,106.8943018
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,VILLA CIPAYUNG II,-6.3307047,106.7545971
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,BUDI MURNI,-6.3246056,106.895258
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG IKRELA,-6.3302915,106.8951824
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG IRMA,-6.3325275,106.8939096
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG IRMA I,-6.3325275,106.8939096
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG KENANGA,-6.3459275,106.9132946
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG KENANGA I,-6.3454414,106.9126562
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL BUDI MURNI,-6.3246056,106.895258
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL BUDI MURNI II,-6.3300734,106.8971292
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL IKRELA,-6.3302915,106.8951824
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL IRMA I,-6.3325275,106.8939096
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KENANGA II,-6.3455573,106.9130733
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MANDOR HASAN I,-6.3234677,106.8953618
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MAWAR II,-6.3449262,106.8957268
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PBSI,-6.3342387,106.8917072
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL SWADAYA,-6.3032742,106.9118065
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL SWADAYA I,-6.3186068,106.9008857
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL. TENGKI,-6.3299756,106.8943018
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG KREEN,-6.3312952,106.8979
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL HANKAM,-6.3054027,106.8878311
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ALPUKAT,-6.3333473,106.8923961
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ANGGUR,-6.3194374,106.8876795
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL APEL,-6.3336378,106.8926087
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL BELIMBING,-6.335322,106.8938921
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL BUNI,-6.3448044,106.8954514
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL DAMAI,-6.3342387,106.8917072
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL DUKU,-6.3339131,106.8938003
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL DURIAN,-6.3496984,106.8921011
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KAVLING,-6.3137003,106.8925564
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL.BELIMBING,-6.335322,106.8938921
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL AKASIA,-6.2973413,106.8955342
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ALAMANDA,-6.33425,106.8906905
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ANGGREK,-6.3613056,106.9007438
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ANGKASA,-6.3108083,106.8892368
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ANGSANA,-6.334909,106.8928868
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL DAMAI PBSI,-6.3342387,106.8917072
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MAHONI,-6.334615,106.8928911
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MAHONI I,-6.3258755,106.8946773
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MARKISA,-6.3342508,106.8930673
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,CEMPAKA,-6.3349043,106.8902476
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CEMPAKA,-6.3349043,106.8902476
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL DAHLIA,-6.3349037,106.8906141
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL FLAMBOYAN,-6.3412608,106.8915003
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL KAVLING CIPAYUNG,-6.3137003,106.8925564
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MAWAR,-6.3339282,106.8906649
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MAWAR DKI,-6.3339282,106.8906649
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ALI,-6.337504,106.8909853
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CIPAYUNG I,-6.3300029,106.8887765
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MELATI,-6.3652783,106.8999986
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MUSHOLLAH,-6.3518758,106.8972377
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL RAIH,-6.3347714,106.8884835
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL RAIH I,-6.3347714,106.8884835
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL SULTAN MAHRI II,-6.3333905,106.8891332
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG KECIL,-6.3506712,106.9060559
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL BUNTU,-6.3544444,106.8929987
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,ALI,-6.337504,106.8909853
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG PERINTIS,-6.3193943,106.8881716
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG RAMBUTAN,-6.3408419,106.8921309
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG TINGU,-6.3375984,106.8904951
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL ALI CIPAYUNG,-6.337504,106.8909853
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CILANGKAP RAYA,-6.3367449,106.8976647
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CIPAYUNG CILANGKAP,-6.3226604,106.9070637
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL I,-6.3006075,106.9073136
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PENGEMBANGAN,-6.3380178,106.8907191
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PERINTIS,-6.3193943,106.8881716
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PERINTIS I,-6.336407,106.891566
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PERINTIS II,-6.3367522,106.8916056
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PERJUANGAN,-6.3357252,106.8928447
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PERJUANGAN I,-6.3358618,106.8940155
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PERJUANGAN II,-6.3363652,106.8944387
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PERJUANGAN III,-6.3362377,106.8947451
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL PRINTIS,-6.3198653,106.887894
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL RAYA CILANGKAP,-6.3367449,106.8976647
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL RAYA CIPAYUNG CILANGKAP,-6.3367449,106.8976647
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL RAYA CIPAYUNG-CILANGKAP,-6.3367449,106.8976647
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL.PERJUANGAN II,-6.3363652,106.8944387
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,PENGEMBANGAN,-6.3380178,106.8907191
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,PERJUANGAN,-6.3357252,106.8928447
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,PERJUANGAN II,-6.3363652,106.8944387
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,GG MANGGA,-6.3336385,106.8929078
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL CIPAYUNG BARAT,-6.65054745,106.90422265301513
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL MANGGA,-6.3336385,106.8929078
JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,JL. RAYA CIPAYUNG,-6.65054745,106.90422265301513
JAKARTA TIMUR,CIPAYUNG,SETU,DAMAI,-6.3048237,106.9155595
JAKARTA TIMUR,CIPAYUNG,SETU,GG DAMAI,-6.3048237,106.9155595
JAKARTA TIMUR,CIPAYUNG,SETU,GG KEMBANG,-6.3041794,106.9166904
JAKARTA TIMUR,CIPAYUNG,SETU,GG KEMBANG I,-6.3035334,106.9168736
JAKARTA TIMUR,CIPAYUNG,SETU,GG KEMBANG II,-6.3041794,106.9166904
JAKARTA TIMUR,CIPAYUNG,SETU,JL DAMAI,-6.3048237,106.9155595
JAKARTA TIMUR,CIPAYUNG,SETU,JL KEMBANG,-6.3041794,106.9166904
JAKARTA TIMUR,CIPAYUNG,SETU,JL KEMBANG I,-6.3035334,106.9168736
JAKARTA TIMUR,CIPAYUNG,SETU,JL KEMBANG II,-6.3041794,106.9166904
JAKARTA TIMUR,CIPAYUNG,SETU,JL PAGELARANG,-6.3026559,106.9164073
JAKARTA TIMUR,CIPAYUNG,SETU,JL PAGELARANG I,-6.3017874,106.9201
JAKARTA TIMUR,CIPAYUNG,SETU,JL PAGELARANG III,-6.3037495,106.9196407
JAKARTA TIMUR,CIPAYUNG,SETU,JL PAGELARANG RAYA,-6.3042876,106.9198663
JAKARTA TIMUR,CIPAYUNG,SETU,JL PAGELARANG RAYA SETU,-6.3042876,106.9198663
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA PAGELARANG,-6.3042876,106.9198663
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA PAGELARANG SETU,-6.3042876,106.9198663
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA PAGELARANG-SETU,-6.3042876,106.9198663
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU RAYA,-6.3179566,106.9149143
JAKARTA TIMUR,CIPAYUNG,SETU,JL. PAGELARANG,-6.3026559,106.9164073
JAKARTA TIMUR,CIPAYUNG,SETU,JL.PAGELARANG,-6.3026559,106.9164073
JAKARTA TIMUR,CIPAYUNG,SETU,MANDOR MUNDING,-6.3066774,106.9145727
JAKARTA TIMUR,CIPAYUNG,SETU,PAGELARANG,-6.3026559,106.9164073
JAKARTA TIMUR,CIPAYUNG,SETU,RT RW,-6.70657835,108.51973080734967
JAKARTA TIMUR,CIPAYUNG,SETU,GG RUKUN,-6.309874,106.9178208
JAKARTA TIMUR,CIPAYUNG,SETU,JL DESA,-6.3390241,106.6703045
JAKARTA TIMUR,CIPAYUNG,SETU,JL PAGELARANG SETU,-6.3026559,106.9164073
JAKARTA TIMUR,CIPAYUNG,SETU,JL PERDAGANGAN,-6.3050199,106.9175814
JAKARTA TIMUR,CIPAYUNG,SETU,JL RUKUN,-6.309874,106.9178208
JAKARTA TIMUR,CIPAYUNG,SETU,JL SWADAYA,-6.3114003,106.912685
JAKARTA TIMUR,CIPAYUNG,SETU,GG GAMIN,-6.3055453,106.9197147
JAKARTA TIMUR,CIPAYUNG,SETU,JL BANTAR JATI,-6.3079707,106.9193044
JAKARTA TIMUR,CIPAYUNG,SETU,JL. BANTAR JATI,-6.3079707,106.9193044
JAKARTA TIMUR,CIPAYUNG,SETU,BANTAR JATI,-6.3079707,106.9193044
JAKARTA TIMUR,CIPAYUNG,SETU,GG BANTAR JATI,-6.3079707,106.9193044
JAKARTA TIMUR,CIPAYUNG,SETU,JL BANTAR JATI I,-6.3053492,106.9211166
JAKARTA TIMUR,CIPAYUNG,SETU,JL GANG,-6.3113006,106.9098724
JAKARTA TIMUR,CIPAYUNG,SETU,JL KETUT KANA,-6.3095614,106.9192531
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL.BANTAR JATI,-6.3079707,106.9193044
JAKARTA TIMUR,CIPAYUNG,SETU,KP BANTAR JATI,-6.3079707,106.9193044
JAKARTA TIMUR,CIPAYUNG,SETU,KP KRAMAT,-6.3224165,106.9202408
JAKARTA TIMUR,CIPAYUNG,SETU,JL SAWO,-6.3130638,106.908598
JAKARTA TIMUR,CIPAYUNG,SETU,JL SIUNG,-6.3079094,106.9138376
JAKARTA TIMUR,CIPAYUNG,SETU,KP SETU,-6.5815451,106.6305448
JAKARTA TIMUR,CIPAYUNG,SETU,RAYA SETU,-6.3140804,106.9085665
JAKARTA TIMUR,CIPAYUNG,SETU,GG SAWO,-6.3130638,106.908598
JAKARTA TIMUR,CIPAYUNG,SETU,GG SEJAHTERA,-6.3086578,106.9144812
JAKARTA TIMUR,CIPAYUNG,SETU,H KARIM,-6.3115778,106.9082828
JAKARTA TIMUR,CIPAYUNG,SETU,JL KARIM,-6.3115778,106.9082828
JAKARTA TIMUR,CIPAYUNG,SETU,JL KAVLING,-6.3092108,106.9128862
JAKARTA TIMUR,CIPAYUNG,SETU,JL KOWILHAN,-6.3092108,106.9128862
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA BAMBU APUS,-6.3140804,106.9085665
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU 4,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU NO.7,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL SIUNG I,-6.309879,106.9137428
JAKARTA TIMUR,CIPAYUNG,SETU,JL SIUNG II,-6.3093448,106.9133953
JAKARTA TIMUR,CIPAYUNG,SETU,JL.RAYA SETU NO.69,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,SIUNG,-6.3079094,106.9138376
JAKARTA TIMUR,CIPAYUNG,SETU,SIUNG I,-6.309879,106.9137428
JAKARTA TIMUR,CIPAYUNG,SETU,JL HARAPAN,-6.312498,106.9100967
JAKARTA TIMUR,CIPAYUNG,SETU,JL HARAPAN I,-6.312498,106.9100967
JAKARTA TIMUR,CIPAYUNG,SETU,JL HARAPAN II,-6.3128119,106.9119548
JAKARTA TIMUR,CIPAYUNG,SETU,GG SAWO II,-6.3132836,106.9080868
JAKARTA TIMUR,CIPAYUNG,SETU,GG SAWO SETU,-6.3130638,106.908598
JAKARTA TIMUR,CIPAYUNG,SETU,JL CEMARA,-6.3106975,106.9092119
JAKARTA TIMUR,CIPAYUNG,SETU,JL HANKAM,-6.3158637,106.9163014
JAKARTA TIMUR,CIPAYUNG,SETU,JL KP SETU,-6.59051525,106.62806756552258
JAKARTA TIMUR,CIPAYUNG,SETU,JL.CEMARA,-6.3106975,106.9092119
JAKARTA TIMUR,CIPAYUNG,SETU,BAMBU APUS,-6.3226604,106.9070637
JAKARTA TIMUR,CIPAYUNG,SETU,GG BARONG,-6.314953,106.9110316
JAKARTA TIMUR,CIPAYUNG,SETU,JL PUSKESMAS,-6.3163805,106.9097729
JAKARTA TIMUR,CIPAYUNG,SETU,JL PUSKESMAS II,-6.3166658,106.9108815
JAKARTA TIMUR,CIPAYUNG,SETU,JL PUSKESMAS SETU,-6.3163805,106.9097729
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA CIPAYUNG SETU,-6.3140804,106.9085665
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU CIPAYUNG,-6.3140804,106.9085665
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU NO.150,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU II,-6.59051525,106.62806756552258
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH XI,-6.3178818,106.915842
JAKARTA TIMUR,CIPAYUNG,SETU,JL. SETU INDAH XI,-6.3178818,106.915842
JAKARTA TIMUR,CIPAYUNG,SETU,JL.RAYA SETU,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,PUSKESMAS,-6.3163805,106.9097729
JAKARTA TIMUR,CIPAYUNG,SETU,JL KRAMAT ARIS,-6.3162663,106.9081201
JAKARTA TIMUR,CIPAYUNG,SETU,JL MABES HANKAM,-6.3158637,106.9163014
JAKARTA TIMUR,CIPAYUNG,SETU,JL. KRAMAT ARIS,-6.3162663,106.9081201
JAKARTA TIMUR,CIPAYUNG,SETU,JL. PUSKESMAS,-6.3163805,106.9097729
JAKARTA TIMUR,CIPAYUNG,SETU,KRAMAT ARIS,-6.3162663,106.9081201
JAKARTA TIMUR,CIPAYUNG,SETU,LINGKUNGAN,-6.3267841,106.67374316212872
JAKARTA TIMUR,CIPAYUNG,SETU,GG REFORMASI,-6.3163832,106.9075407
JAKARTA TIMUR,CIPAYUNG,SETU,GG SWADAYA,-6.3114003,106.912685
JAKARTA TIMUR,CIPAYUNG,SETU,JL REFORMASI,-6.3163832,106.9075407
JAKARTA TIMUR,CIPAYUNG,SETU,JL.KRAMAT ARIS,-6.3162663,106.9081201
JAKARTA TIMUR,CIPAYUNG,SETU,MABES HANKAM,-6.3158637,106.9163014
JAKARTA TIMUR,CIPAYUNG,SETU,JL KRUPUK,-6.3126537,106.9136587
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU NO.18,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH,-6.3195939,106.9161813
JAKARTA TIMUR,CIPAYUNG,SETU,SETU,-6.34052045,106.677485005946
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA CIPAYUNG,-6.3140804,106.9085665
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU NO.24,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU NO.43,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL RAYA SETU NO.64,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU CIPAYUNG,-6.3088213,106.9149094
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU NO.3,-6.4450441,107.0018296
JAKARTA TIMUR,CIPAYUNG,SETU,MEKARSARI,-6.3589087,106.8702257
JAKARTA TIMUR,CIPAYUNG,SETU,SETU CIPAYUNG,-6.31569695,106.92141270592064
JAKARTA TIMUR,CIPAYUNG,SETU,SETU RAYA,-6.3179566,106.9149143
JAKARTA TIMUR,CIPAYUNG,SETU,JL TERUSAN MABES HANKAM,-6.3158637,106.9163014
JAKARTA TIMUR,CIPAYUNG,SETU,TERUSAN MABES,-6.3158637,106.9163014
JAKARTA TIMUR,CIPAYUNG,SETU,JL JAMBU,-6.5234109,106.8168337
JAKARTA TIMUR,CIPAYUNG,SETU,JL KRAMAT,-6.3224165,106.9202408
JAKARTA TIMUR,CIPAYUNG,SETU,JL TILENG,-6.3160419,106.9194229
JAKARTA TIMUR,CIPAYUNG,SETU,KP.KRAMAT,-6.3224165,106.9202408
JAKARTA TIMUR,CIPAYUNG,SETU,SETU INDAH II,-6.3162602,106.9145283
JAKARTA TIMUR,CIPAYUNG,SETU,-,-6.3127494,106.9145539
JAKARTA TIMUR,CIPAYUNG,SETU,GRIYA SETU NO.5,-6.7277608,108.5167374
JAKARTA TIMUR,CIPAYUNG,SETU,JL CIPAYUNG,-6.3226604,106.9070637
JAKARTA TIMUR,CIPAYUNG,SETU,JL KRAMAT OYAR,-6.3224165,106.9202408
JAKARTA TIMUR,CIPAYUNG,SETU,JL NYUNING I,-6.3192336,106.919502
JAKARTA TIMUR,CIPAYUNG,SETU,JL PERUMAHAN SETU INDAH,-6.3286686,106.6684727
JAKARTA TIMUR,CIPAYUNG,SETU,JL PLN,-6.3190808,106.920212
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH I,-6.3162249,106.9159473
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH II,-6.3162602,106.9145283
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH III,-6.3162649,106.9150192
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH IV,-6.3161057,106.9139818
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH IX,-6.3182038,106.914936
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH RAYA,-6.3179566,106.9149143
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH V,-6.3168093,106.9152091
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH VI,-6.3193487,106.9142776
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH VIII,-6.3201918,106.9145304
JAKARTA TIMUR,CIPAYUNG,SETU,JL SETU INDAH XV,-6.3195939,106.9161813
JAKARTA TIMUR,CIPAYUNG,SETU,JL TAMIN,-6.3186498,106.91894
JAKARTA TIMUR,CIPAYUNG,SETU,JL TERUSAN HANKAM,-6.3158637,106.9163014
JAKARTA TIMUR,CIPAYUNG,SETU,JL. SETU INDAH,-6.3195939,106.9161813
JAKARTA TIMUR,CIPAYUNG,SETU,JL.SETU INDAH VI,-6.3193487,106.9142776
JAKARTA TIMUR,CIPAYUNG,SETU,KP SETU INDAH,-6.3195939,106.9161813
JAKARTA TIMUR,CIPAYUNG,SETU,KP. KRAMAT,-6.3224165,106.9202408
JAKARTA TIMUR,CIPAYUNG,SETU,SETU INDAH,-6.3195939,106.9161813
JAKARTA TIMUR,CIPAYUNG,SETU,SETU INDAH IV,-6.3161057,106.9139818
JAKARTA TIMUR,CIPAYUNG,SETU,SETU INDAH XV.B,-6.3195939,106.9161813
JAKARTA TIMUR,CIPAYUNG,SETU,JL MUSHOLLA,-6.3464862,106.6817314
JAKARTA TIMUR,CIPAYUNG,SETU,JL DELCO,-6.3236183,106.9208556
JAKARTA TIMUR,CIPAYUNG,SETU,KP KRAMAT II,-6.3205255,106.9188762
JAKARTA TIMUR,CIPAYUNG,SETU,BLOK D/17,-6.3532267,106.6784491
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,BAMBU APUS,-6.3056884,106.9111384
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,GG SWADAYA,-6.3032742,106.9118065
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL BAMBU APUS,-6.3150486,106.8993219
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA,-6.3030176,106.9067918
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA I,-6.3030176,106.9067918
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA IV,-6.3022878,106.9070265
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA RAYA,-6.3022739,106.9059743
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA V,-6.3030193,106.9072908
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA VI,-6.30228,106.9075423
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA VII,-6.3032777,106.9077954
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL LAKSMANA VIII,-6.3043541,106.9069766
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL MINI,-6.305116,106.9082421
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL MINI III,-6.305116,106.9082421
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL RAMA,-6.299669,106.9063212
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL RAMA III,-6.2999302,106.9068475
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL RAMA IX,-6.299669,106.9063212
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL RAMA VII,-6.3006268,106.9080961
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL RAMA VIII,-6.30063,106.9083468
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL RAYA BAMBU APUS,-6.3022739,106.9059743
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA,-6.3022828,106.9068093
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA I,-6.3012141,106.9068187
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA II,-6.3017408,106.9062839
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA III,-6.3017531,106.9068063
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA IV,-6.3017501,106.9075384
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA RAYA,-6.3030217,106.9065193
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA V,-6.3014729,106.9075405
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA VI,-6.3020247,106.9075364
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SHINTA VIII,-6.3022828,106.9068093
JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,JL SWADAYA,-6.3032742,106.9118065
