,name,url,stars,count_reviews
253,Halte Busway Pasar Baru Timur,"https://www.google.com/maps/place/Pasar+Baru+Timur/@-6.16227,106.8355351,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5c6e38df07b:0x93fde01bf3f5e8f8!8m2!3d-6.16227!4d106.83811!16s%2Fg%2F11bw82pd_c","Bintang 4,3",39 ulasan
254,Halte Busway Pasar Cempaka Putih,"https://www.google.com/maps/search/halte+busway+pasar+cempaka+putih/@-6.2084215,106.7103404,12z/data=!3m1!4b1",,
255,Halte Busway Pasar Enjo,"https://www.google.com/maps/place/Pasar+Enjo/@-6.2148666,106.8757288,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f49d42b2923f:0x8449a5d405915f72!8m2!3d-6.2148666!4d106.8783037!16s%2Fg%2F11bwf5qy7c","Bintang 4,4",44 ulasan
256,Halte Busway Pasar Genjing,"https://www.google.com/maps/place/Pasar+Genjing/@-6.1944421,106.8583207,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f45e3f426a53:0x7094a298ffd187cb!8m2!3d-6.1944421!4d106.8608956!16s%2Fg%2F11btsvdpww","Bintang 4,3",50 ulasan
257,Halte Busway Pasar Induk Kramat Jati,"https://www.google.com/maps/dir/Slipi+Petamburan,+Tanah+Abang,+Kota+Jakarta+Pusat,+10260/pasar+induk+kramat+jati/@-6.208428,106.7824432,15z/data=!4m13!4m12!1m5!1m1!1s0x2e69f6bea7a999c3:0x62a7fa5844833b58!2m2!1d106.79987!2d-6.20197!1m5!1m1!1s0x2e69f283c8ab380b:0x6bb1178aa43bfac4!2m2!1d106.8719781!2d-6.2941237",,
258,Halte Busway Pasar Jatinegara,"https://www.google.com/maps/place/Pasar+Jatinegara/@-6.2157344,106.8637519,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4801efc0023:0xe9ff62f7f85f88f2!8m2!3d-6.2157344!4d106.8663268!16s%2Fg%2F11btrnhqx8","Bintang 4,4",148 ulasan
259,Halte Busway Pasar Kebayoran Lama,"https://www.google.com/maps/place/Halte+Busway+Pasar+Kebayoran+Lama/@-6.238462,106.7806238,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f13d5aa12a6b:0xcb725f8dd6a1d28!8m2!3d-6.238462!4d106.7831987!16s%2Fg%2F11c6vbj68v","Bintang 4,1",15 ulasan
260,Halte Busway Pasar Kramat Jati,"https://www.google.com/maps/search/halte+busway+pasar+kramat+jati/@-6.2815667,106.8590143,15z/data=!3m1!4b1",,
261,Halte Busway Pasar Pulo Gadung,"https://www.google.com/maps/place/Pasar+Pulo+Gadung/@-6.1874739,106.9033652,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4ce9bf015ad:0xc74149bbe01be5d6!8m2!3d-6.1874739!4d106.9059401!16s%2Fg%2F11b7t34l3t","Bintang 4,5",23 ulasan
262,Halte Busway Pasar Rumput,"https://www.google.com/maps/place/Pasar+Rumput/@-6.2071384,106.8385618,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f40d4fe0e343:0xbd7ada9a33bcf30f!8m2!3d-6.2071384!4d106.8411367!16s%2Fg%2F11bcdhrlm_","Bintang 4,2",136 ulasan
263,Halte Busway Patra Kuningan,"https://www.google.com/maps/search/halte+busway+patra+kuningan/@-6.2330006,106.8293786,17z/data=!3m1!4b1","Bintang 5,0 2 Ulasan","Bintang 5,0 2 Ulasan"
264,Halte Busway Pecenongan,"https://www.google.com/maps/place/Pecenongan/@-6.16771,106.8256151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5d03f67b261:0x4d2f57d508a622b!8m2!3d-6.16771!4d106.82819!16s%2Fg%2F12nvp4dft","Bintang 4,1",36 ulasan
265,Halte Busway Pedati Prumpung,"https://www.google.com/maps/search/halte+busway+pedati+prumpung/@-6.221886,106.8717491,17z/data=!3m1!4b1","Bintang 3,9 15 Ulasan","Bintang 3,9 15 Ulasan"
266,Halte Busway Pedongkelan,"https://www.google.com/maps/place/Pedongkelan/@-6.1679768,106.8799621,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f51bdf06fab5:0x6d80f02f7e37b233!8m2!3d-6.1679768!4d106.882537!16s%2Fg%2F1s067p9dr","Bintang 4,3",33 ulasan
267,Halte Busway Pejaten,"https://www.google.com/maps/place/Pejaten/@-6.278396,106.827172,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f23d556bad97:0xf2a2af9bd32ecf6e!8m2!3d-6.278396!4d106.8297469!16s%2Fg%2F11bc8829xn","Bintang 4,1",75 ulasan
268,Halte Busway Pemuda Pramuka,"https://www.google.com/maps/search/halte+busway+pemuda+pramuka/@-6.1923124,106.8716882,17z/data=!3m1!4b1","Bintang 4,0 6 Ulasan","Bintang 4,0 6 Ulasan"
269,Halte Busway Pemuda Rawamangun,"https://www.google.com/maps/place/Pemuda+Rawamangun/@-6.1934911,106.8893433,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4c08a9946b9:0x7c83f936116f02c3!8m2!3d-6.1934911!4d106.8919182!16s%2Fg%2F11btsvddgs","Bintang 4,4",117 ulasan
270,Halte Busway Penas Kalimalang,"https://www.google.com/maps/dir/Slipi+Petamburan,+Tanah+Abang,+Kota+Jakarta+Pusat,+10260/penas+kalimalang/@-6.2237782,106.7566809,12z/data=!3m1!4b1!4m13!4m12!1m5!1m1!1s0x2e69f6bea7a999c3:0x62a7fa5844833b58!2m2!1d106.79987!2d-6.20197!1m5!1m1!1s0x2e69f31267e23e7b:0x7ba67bbc16e2defe!2m2!1d106.878!2d-6.23907",,
271,Halte Busway Penggilingan,"https://www.google.com/maps/place/Halte+busway+penggilingan+1/@-6.2122834,106.9379364,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698de31a0bfbc9:0x2ef7a132a352cd7d!8m2!3d-6.2122834!4d106.9405113!16s%2Fg%2F11h4cz7xvt","Bintang 3,5",2 ulasan
272,Halte Busway Penjaringan,"https://www.google.com/maps/place/Halte+Busway+Penjaringan/@-6.1262681,106.7894513,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1d92f15ba51f:0x1a1db530182bd5f!8m2!3d-6.1262681!4d106.7920262!16s%2Fg%2F11fkn11y6y","Bintang 4,4",299 ulasan
273,Halte Busway Permai Koja,"https://www.google.com/maps/place/halte+Busway+Permai+Koja/@-6.1139823,106.8908475,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1ff542bd4b07:0x5326b5f6d2a19844!8m2!3d-6.1139823!4d106.8934224!16s%2Fg%2F11j8ht_r7b","Bintang 4,9",14 ulasan
274,Halte Busway Permata Hijau,"https://www.google.com/maps/place/HALTE+BUSWAY+PERMATA+HIJAU/@-6.2212643,106.780374,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f1e3a9da8ef9:0xf613ba335bca2f26!8m2!3d-6.2212643!4d106.7829489!16s%2Fg%2F11rgrsq08y","Bintang 4,9",11 ulasan
275,Halte Busway Permata Hijau RS Medika,"https://www.google.com/maps/place/Permata+Hijau/@-6.2214054,106.7806901,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f13263661da3:0xd1bcf8af7f6ba05c!8m2!3d-6.2214054!4d106.783265!16s%2Fg%2F11bcc9x4lr","Bintang 4,3",70 ulasan
276,Halte Busway Perumnas Klender,"https://www.google.com/maps/place/Perumnas+Klender/@-6.21669,106.9279571,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698c9ec1fef389:0x7098064cad880179!8m2!3d-6.21669!4d106.930532!16s%2Fg%2F11bwdyjczg","Bintang 4,1",91 ulasan
277,Halte Busway Pesakih,"https://www.google.com/maps/place/Pesakih/@-6.1545681,106.7127811,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f8197cc6b49f:0x9f98afbcf2f5ea4b!8m2!3d-6.1545681!4d106.715356!16s%2Fg%2F1pztj91z_","Bintang 4,5",45 ulasan
278,Halte Busway Petojo,"https://www.google.com/maps/place/Petojo/@-6.16998,106.8144051,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f67897328af3:0x8bc62cec60f82944!8m2!3d-6.16998!4d106.81698!16s%2Fg%2F11bt_cljw6","Bintang 3,9",35 ulasan
279,Halte Busway Pluit Landmark Auto Plaza,"https://www.google.com/maps/place/Landmark+Pluit+Auto+Plaza/@-6.1252839,106.7971445,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1dee0967270d:0xe2a50affa45011e8!8m2!3d-6.1252839!4d106.7997194!16s%2Fg%2F11bc881hbp","Bintang 3,8",17 ulasan
280,Halte Busway Plumpang Pertamina,"https://www.google.com/maps/place/Halte+Taman+Kota+Plumpang/@-6.1279726,106.8914595,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1fe14c76bf1b:0xf1d9bc7caec6cc84!8m2!3d-6.1279726!4d106.8940344!16s%2Fg%2F11b86jcgfg","Bintang 4,4",39 ulasan
281,Halte Busway Polda Metro Jaya,"https://www.google.com/maps/place/Halte+Transjakarta+Polda+Metro+Jaya/@-6.2216452,106.807402,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f18c39bfaad1:0x22651e1179c2a14c!8m2!3d-6.2216452!4d106.8099769!16s%2Fg%2F11bc7lp2c2","Bintang 4,8",10 ulasan
282,Halte Busway Pondok Indah 1,"https://www.google.com/maps/place/Halte+Busway+Pondok+Indah+1/@-6.2867886,106.7774109,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f1206d371511:0x33688d7d9160a89!8m2!3d-6.2867886!4d106.7799858!16s%2Fg%2F11gk7ht0h_","Bintang 4,1",23 ulasan
283,Halte Busway Pondok Indah 2,"https://www.google.com/maps/place/Halte+Busway+Pondok+Indah+2/@-6.2656097,106.7805568,17z/data=!3m2!4b1!5s0x2e69f1a5f3e39d21:0x7521cf72ca078a0!4m6!3m5!1s0x2e69f1a5933fdf93:0x8ecdaf9995bd170f!8m2!3d-6.2656097!4d106.7831317!16s%2Fg%2F11fy4hkxpc","Bintang 4,4",348 ulasan
284,Halte Busway Pondok Pinang,"https://www.google.com/maps/place/Pondok+Pinang/@-6.28213,106.7694751,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f1cb23cdf757:0x4df65a6d950d4f5c!8m2!3d-6.28213!4d106.77205!16s%2Fg%2F11bc7glfn_","Bintang 4,1",124 ulasan
285,Halte Busway Pos Pengumben,"https://www.google.com/maps/search/halte+busway+pos+pengumben/@-6.214157,106.7707603,17z/data=!3m1!4b1",,
286,Halte Busway Pramuka BPKP,"https://www.google.com/maps/search/halte+busway+pramuka+bpkp/@-6.1922073,106.8661483,16z/data=!3m1!4b1",,
287,Halte Busway Pramuka LIA,"https://www.google.com/maps/place/Pramuka+LIA/@-6.1922306,106.8660105,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4f5af41fca5:0x47575c28561721e1!8m2!3d-6.1922306!4d106.8685854!16s%2Fg%2F11b7t8tncq","Bintang 4,4",63 ulasan
288,Halte Busway Pulomas,"https://www.google.com/maps/place/Pulomas/@-6.1745411,106.8899886,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4df667bf557:0x62158af3c26c9ef2!8m2!3d-6.1745411!4d106.8925635!16s%2Fg%2F1hc1kc3vf","Bintang 4,4",101 ulasan
289,Halte Busway Pulomas Bypass,"https://www.google.com/maps/place/Pulomas/@-6.1745411,106.8899886,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4df667bf557:0x62158af3c26c9ef2!8m2!3d-6.1745411!4d106.8925635!16s%2Fg%2F1hc1kc3vf","Bintang 4,4",101 ulasan
290,Halte Busway Puri Beta 1,"https://www.google.com/maps/place/Halte+busway+puri+beta+1/@-6.230436,106.7233905,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f1bd585ff3a1:0xc3f191fb5a1ed5c5!8m2!3d-6.230436!4d106.7259654!16s%2Fg%2F11rkd1033r","Bintang 4,8",5 ulasan
291,Halte Busway Puri Beta 2,"https://www.google.com/maps/place/Puri+Beta+2/@-6.23052,106.7210651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f0a801662f29:0xb12d2122689a30a5!8m2!3d-6.23052!4d106.72364!16s%2Fg%2F11d_vs5csm","Bintang 4,2",132 ulasan
292,Halte Busway RS Harapan Bunda,"https://www.google.com/maps/place/Rumah+Sakit+Harapan+Bunda/@-6.3028686,106.8651347,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69ed78d43a56d9:0xba61557311e88f90!8m2!3d-6.3028686!4d106.8677096!16s%2Fg%2F11bwf4fc1j","Bintang 4,1",1.814 ulasan
293,Halte Busway RS Harapan Kita,"https://www.google.com/maps/search/halte+busway+rs+harapan+kita/@-6.1851678,106.7952637,17z/data=!3m1!4b1","Bintang 4,4 35 Ulasan","Bintang 4,4 35 Ulasan"
294,Halte Busway RS Islam,"https://www.google.com/maps/place/RS+Islam/@-6.1686384,106.8677758,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f506a2654c9f:0xa6ea1cd2214bf8dc!8m2!3d-6.1686384!4d106.8703507!16s%2Fg%2F1q5k0l52m","Bintang 4,4",49 ulasan
295,Halte Busway RS Tarakan,"https://www.google.com/maps/place/RS+Tarakan/@-6.17114,106.8075251,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f67b8e01d34d:0x504d2441fffbf3a9!8m2!3d-6.17114!4d106.8101!16s%2Fg%2F11bt_cd64k","Bintang 3,6",95 ulasan
296,Halte Busway RSPAD,"https://www.google.com/maps/place/Halte+Busway+Rspad/@-6.1746642,106.8352094,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5cb181bb2b5:0x78b4459addfda767!8m2!3d-6.1746642!4d106.8377843!16s%2Fg%2F1pzttm4fy","Bintang 3,4",5 ulasan
297,Halte Busway Rawa Barat,"https://www.google.com/maps/place/Rawa+Barat/@-6.23895,106.8136651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f1606c5e47e3:0xc9dd0b445b423bca!8m2!3d-6.23895!4d106.81624!16s%2Fg%2F11f77c43gp","Bintang 4,5",21 ulasan
298,Halte Busway Rawa Buaya,"https://www.google.com/maps/place/Rawa+Buaya/@-6.15392,106.7236151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7f67fc56aff:0xcecedfc1bc1f23a9!8m2!3d-6.15392!4d106.72619!16s%2Fg%2F12nvp_qnc","Bintang 4,3",153 ulasan
299,Halte Busway Rawa Selatan,"https://www.google.com/maps/place/Rawa+Selatan/@-6.1739238,106.8555152,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5ac9655b2c7:0x6d8fcfea9316a127!8m2!3d-6.1739238!4d106.8580901!16s%2Fg%2F1q5jj_nc1","Bintang 3,9",47 ulasan
300,Halte Busway S. Parman Podomoro City,"https://www.google.com/maps/place/S.+Parman+Podomoro+City/@-6.1754972,106.7896274,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f65fbe5c673d:0x9d9228f0f7234fd3!8m2!3d-6.1754972!4d106.7922023!16s%2Fg%2F1q67j0r27","Bintang 4,1",86 ulasan
301,Halte Busway SMK 57,"https://www.google.com/maps/place/SMK+57/@-6.2909505,106.8210767,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f203819c8545:0x5332c790f969fff2!8m2!3d-6.2909505!4d106.8236516!16s%2Fg%2F11bwf69tgd","Bintang 4,3",84 ulasan
302,Halte Busway SMP 140,"https://www.google.com/maps/place/SMP+140/@-6.13978,106.8566251,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f58401da0309:0xab5a6f14017c6fc4!8m2!3d-6.13978!4d106.8592!16s%2Fg%2F11b7_z1tmw","Bintang 3,8",33 ulasan
303,Halte Busway Salemba Carolus,"https://www.google.com/maps/place/Salemba+Carolus/@-6.1966818,106.8483642,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4683a6a3e83:0xcad734f8bd3f92e1!8m2!3d-6.1966818!4d106.8509391!16s%2Fg%2F11b7sfqg4d","Bintang 4,4",53 ulasan
304,Halte Busway Salemba UI,"https://www.google.com/maps/place/Salemba+UI/@-6.1932463,106.8462644,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4424b068ec3:0x8c00871ba969866f!8m2!3d-6.1932463!4d106.8488393!16s%2Fg%2F11btrng_z6","Bintang 4,3",107 ulasan
305,Halte Busway Sarinah,"https://www.google.com/maps/place/Halte+Transjakarta+Sarinah/@-6.188186,106.820399,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f50b9e45d8a1:0xf3c3860c0dc985c9!8m2!3d-6.188186!4d106.8229739!16s%2Fg%2F11rwpg__fc","Bintang 4,5",90 ulasan
306,Halte Busway Sawah Besar,"https://www.google.com/maps/place/Sawah+Besar/@-6.16012,106.8168851,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5df40619815:0xbfa07257bcf267d2!8m2!3d-6.16012!4d106.81946!16s%2Fg%2F1218rl7z","Bintang 4,5",47 ulasan
307,Halte Busway Semanggi,"https://www.google.com/maps/place/Halte+Busway+Semanggi/@-6.2158244,106.8136552,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f154cbeebc0f:0xe1d5fe5e94fe7f12!8m2!3d-6.2158244!4d106.8162301!16s%2Fg%2F11fr3lp11x","Bintang 4,5",26 ulasan
308,Halte Busway Senayan JCC,"https://www.google.com/maps/place/Senayan+JCC/@-6.2141628,106.8064411,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6ac353356a1:0xbbcc2b55ad1dcd85!8m2!3d-6.2141628!4d106.809016!16s%2Fg%2F1hc6zj69l","Bintang 3,9",63 ulasan
309,Halte Busway Senen,"https://www.google.com/maps/place/Halte+Busway+Central+Senen/@-6.1781997,106.83953,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f44a8639f455:0xadaae64f83f7cf74!8m2!3d-6.1781997!4d106.8421049!16s%2Fg%2F11bc83tmmf","Bintang 4,4",640 ulasan
310,Halte Busway Senen Sentral,"https://www.google.com/maps/place/Halte+Busway+Central+Senen/@-6.1781997,106.83953,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f44a8639f455:0xadaae64f83f7cf74!8m2!3d-6.1781997!4d106.8421049!16s%2Fg%2F11bc83tmmf","Bintang 4,4",640 ulasan
311,Halte Busway Seskoal,"https://www.google.com/maps/place/Halte+Busway+Seskoal/@-6.2380782,106.7687807,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f15e786d8acf:0xc542432b1b14b5ce!8m2!3d-6.2380782!4d106.7713556!16s%2Fg%2F11nxt5sgxw","Bintang 4,2",10 ulasan
312,Halte Busway Setiabudi,"https://www.google.com/maps/search/halte+busway+setiabudi/@-6.2084263,106.751543,13z/data=!3m1!4b1",,
313,Halte Busway Setiabudi Utara AINI,"https://www.google.com/maps/place/Setiabudi+Utara+Aini+1/@-6.208428,106.7824432,15z/data=!4m6!3m5!1s0x2e69f40ff4ff9793:0x7947c2443f918757!8m2!3d-6.2081973!4d106.8301081!16s%2Fg%2F11b7_z6q8d","Bintang 4,3",20 ulasan
314,Halte Busway Simprug,"https://www.google.com/maps/place/Simprug/@-6.2339253,106.7839041,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f13c75755f15:0xf7a1ce94a3fc8715!8m2!3d-6.2339253!4d106.786479!16s%2Fg%2F11bwdfb4fj","Bintang 4,6",30 ulasan
315,Halte Busway Slamet Riyadi,"https://www.google.com/maps/place/Slamet+Riyadi/@-6.20853,106.8567151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f47c7fc0664b:0xc840046e57162188!8m2!3d-6.20853!4d106.85929!16s%2Fg%2F11btrnhg1c","Bintang 4,6",36 ulasan
316,Halte Busway Slipi Kemanggisan,"https://www.google.com/maps/place/Slipi+Kemanggisan/@-6.1898772,106.7943931,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f692fee531cd:0xc773c0cc84cd4a85!8m2!3d-6.1898772!4d106.796968!16s%2Fg%2F11c319q7nx","Bintang 4,5",23 ulasan
317,Halte Busway Slipi Petamburan,"https://www.google.com/maps/place/Slipi+Petamburan/@-6.20197,106.7972951,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6bea7a999c3:0x62a7fa5844833b58!8m2!3d-6.20197!4d106.79987!16s%2Fg%2F11btr24gpj","Bintang 4,2",135 ulasan
318,Halte Busway Stasiun Jatinegara,"https://www.google.com/maps/place/St+Ka+Jatinegara/@-6.2151854,106.8684497,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f482865cb813:0xdccfec8b3c73978c!8m2!3d-6.2151854!4d106.8710246!16s%2Fg%2F11bw8f189c","Bintang 4,3",503 ulasan
319,Halte Busway Stasiun Jatinegara 2,"https://www.google.com/maps/place/St.+Jatinegara+2/@-6.2156039,106.8654651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f481e6704af3:0x14f10ba8fce11eee!8m2!3d-6.2156039!4d106.86804!16s%2Fg%2F11b7wl294l","Bintang 4,2",93 ulasan
320,Halte Busway Stasiun Klender,"https://www.google.com/maps/place/HALTE+BUSWAY+STASIUN+KLENDER/@-6.2134658,106.8957616,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f580f6bbae39:0x6ba3951240a1f0a1!8m2!3d-6.2134658!4d106.8983365!16s%2Fg%2F11t30y67n6","Bintang 5,0",1 ulasan
321,Halte Busway Stasiun Kota,"https://www.google.com/maps/place/Kota/@-6.1377973,106.8114358,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f601bb1e106d:0x9de7b1f6a40d3126!8m2!3d-6.1377973!4d106.8140107!16s%2Fg%2F11bwdtvmff","Bintang 4,3",365 ulasan
322,Halte Busway Sumber Waras,"https://www.google.com/maps/place/Sumber+Waras/@-6.16626,106.7941851,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f66863bb792b:0xca9960ae9d76594c!8m2!3d-6.16626!4d106.79676!16s%2Fg%2F12nvp5_j0","Bintang 3,6",105 ulasan
323,Halte Busway Sumur Bor,"https://www.google.com/maps/place/Sumur+Bor/@-6.1530313,106.7168051,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7f23089e915:0xc7fef478ed27d04e!8m2!3d-6.1530313!4d106.71938!16s%2Fg%2F12nvpghq6","Bintang 4,1",94 ulasan
324,Halte Busway Sunan Giri,"https://www.google.com/maps/place/Sunan+Giri/@-6.1934646,106.8811032,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4eb6ee1f31b:0x57129f6b75aa74b8!8m2!3d-6.1934646!4d106.8836781!16s%2Fg%2F11btsvd56l","Bintang 4,1",46 ulasan
325,Halte Busway Sunter Boulevard Barat,"https://www.google.com/maps/place/Sunter+Boulevard+Barat/@-6.1495659,106.8860031,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f541fd07d783:0xb95ff82e2b9739b8!8m2!3d-6.1495659!4d106.888578!16s%2Fg%2F11b7y70nn5","Bintang 3,7",23 ulasan
326,Halte Busway Sunter Karya,"https://www.google.com/maps/place/Sunter+Karya/@-6.1376119,106.8682392,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f57e9d7a93ed:0x4478afc223516304!8m2!3d-6.1376119!4d106.8708141!16s%2Fg%2F11b7_z3736","Bintang 4,3",59 ulasan
327,Halte Busway Sunter Kelapa Gading,"https://www.google.com/maps/place/Sunter+Kelapa+Gading+1/@-6.1427947,106.8880659,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f55d2460d99f:0x832ab52a62d71fd5!8m2!3d-6.1427947!4d106.8906408!16s%2Fg%2F11btwqt44h","Bintang 4,2",44 ulasan
328,Halte Busway Swadarma,"https://www.google.com/maps/place/Swadarma/@-6.23755,106.7580751,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f0dd1ebd1a3d:0x683250ceab36bca!8m2!3d-6.23755!4d106.76065!16s%2Fg%2F11c3zyvwc1","Bintang 4,5",10 ulasan
329,Halte Busway TU Gas,"https://www.google.com/maps/place/Halte+Busway+Tu+Gas/@-6.1931162,106.8982168,16z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4c83531a613:0x3f645345581b541f!8m2!3d-6.1931162!4d106.9033667!16s%2Fg%2F1pzq9f5yp","Bintang 4,2",23 ulasan
330,Halte Busway Taman Kota,"https://www.google.com/maps/place/Taman+Kota/@-6.1571324,106.7553094,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f8171f6ef1e1:0x1ca878dfb44331ad!8m2!3d-6.1571324!4d106.7578843!16s%2Fg%2F12nvpwmxx","Bintang 3,9",72 ulasan
331,Halte Busway Tanah Kusir Kodim,"https://www.google.com/maps/place/Halte+Tanah+Kusir+Kodim/@-6.2564805,106.7792557,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f107d28a3409:0x8263f2e289781d67!8m2!3d-6.2564805!4d106.7818306!16s%2Fg%2F1q67c2dw1","Bintang 4,6",9 ulasan
332,Halte Busway Tanah Merdeka,"https://www.google.com/maps/place/Tanah+Merdeka/@-6.3077862,106.8710892,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69ed79fcd12caf:0x670b1523b56ea62e!8m2!3d-6.3077862!4d106.8736641!16s%2Fg%2F11bccfsv2y","Bintang 4,2",102 ulasan
333,Halte Busway Tebet BUMD,"https://www.google.com/maps/search/halte+busway+tebet+bumd/@-6.2431468,106.84918,17z/data=!3m1!4b1","Bintang 4,3 35 Ulasan","Bintang 4,3 35 Ulasan"
334,Halte Busway Tegal Parang,"https://www.google.com/maps/place/Halte+Busway+Tegal+Parang/@-6.2393202,106.8291478,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3c2ea4dea83:0xed7a67b7dc70d49f!8m2!3d-6.2393202!4d106.8317227!16s%2Fg%2F11cscc82y8","Bintang 4,4",529 ulasan
335,Halte Busway Tegalan,"https://www.google.com/maps/place/Tegalan/@-6.2032145,106.8546207,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4645af12d5d:0x615e08a08f93043a!8m2!3d-6.2032145!4d106.8571956!16s%2Fg%2F11bc7pgfgs","Bintang 4,3",49 ulasan
336,Halte Busway Tendean,"https://www.google.com/maps/place/Halte+Tendean/@-6.2401824,106.8283292,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3c3213f14cf:0xc61a1c499090bb57!8m2!3d-6.2401824!4d106.8309041!16s%2Fg%2F11cmrv34y8","Bintang 4,5",1.986 ulasan
337,Halte Busway Tirtayasa,"https://www.google.com/maps/place/Halte+Transjakarta+Tirtayasa/@-6.240068,106.8054621,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f167ba5b8c53:0x6d0461c66171f696!8m2!3d-6.240068!4d106.808037!16s%2Fg%2F11cmryhmnv","Bintang 4,4",17 ulasan
338,Halte Busway Tomang Mandala,"https://www.google.com/maps/place/Tomang+Mandala/@-6.1768813,106.7977939,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6620162a12f:0xc021dfbf0eb2ddff!8m2!3d-6.1768813!4d106.8003688!16s%2Fg%2F11bc88342l","Bintang 4,5",40 ulasan
339,Halte Busway Tosari,"https://www.google.com/maps/search/halte+busway+tosari/@-6.1916046,106.783639,12z/data=!3m1!4b1","Bintang 5,0 7 Ulasan","Bintang 5,0 7 Ulasan"
340,Halte Busway UNJ,"https://www.google.com/maps/place/UNJ/@-6.1929119,106.8777905,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4ecfb8939fd:0xbfbcff8c7e3e2ffd!8m2!3d-6.1929119!4d106.8803654!16s%2Fg%2F1hc2_87lm","Bintang 4,3",79 ulasan
