,name,url,stars,count_reviews
76,Mall Artha Gading,"https://www.google.com/maps/place/Mall+Artha+Gading+Jakarta/@-6.1457739,106.8893438,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f54303809f37:0x176166b3d087c724!8m2!3d-6.1457739!4d106.8919187!16zL20vMGRycXhz","Bintang 4,5",49.959 ulasan
77,Mall Kelapa Gading,"https://www.google.com/maps/place/Summarecon+Mall+Kelapa+Gading/@-6.1572666,106.9058514,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f54bbca6c649:0x1c1a278e20ff1c47!8m2!3d-6.1572666!4d106.9084263!16zL20vMGRycXgy","Bintang 4,6",75.003 ulasan
78,Mall Of Indonesia,"https://www.google.com/maps/place/Mall+Of+Indonesia/@-6.1514549,106.88932,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f541ce19b945:0x3431c7aaadd1f1b6!8m2!3d-6.1514549!4d106.8918949!16s%2Fg%2F122x8fsv","Bintang 4,5",49.233 ulasan
79,Metro Sunter Plaza,"https://www.google.com/maps/place/Metro+Sunter+Plaza/@-6.1369481,106.8705927,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f57c4e6ca0d5:0x51ac951791807393!8m2!3d-6.1369481!4d106.8731676!16s%2Fg%2F11fxw2jvsq","Bintang 4,5",1.987 ulasan
80,PIK Avenue,"https://www.google.com/maps/place/PIK+Avenue/@-6.1091684,106.7378339,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1d3b08d73ce5:0xa57ef5bb9b685927!8m2!3d-6.1091684!4d106.7404088!16s%2Fg%2F11f3gf4jhl","Bintang 4,6",19.587 ulasan
81,Pluit Junction,"https://www.google.com/maps/search/pluit+junction/@-6.1191369,106.7750398,15z/data=!3m1!4b1","Bintang 4,2 11.086 Ulasan","Bintang 4,2 11.086 Ulasan"
82,Pluit Village,"https://www.google.com/maps/place/Pluit+Village/@-6.1164462,106.787045,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1d95bf7bceeb:0xdacb917bfb866141!8m2!3d-6.1164462!4d106.7896199!16s%2Fg%2F12q4_b4qr","Bintang 4,4",23.397 ulasan
83,Sunter Mall,"https://www.google.com/maps/place/Sunter+Mall/@-6.137975,106.8682928,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f57e387cd8a7:0x2eb4db22853e1cac!8m2!3d-6.137975!4d106.8708677!16s%2Fg%2F11f3tvl335","Bintang 4,5",10.293 ulasan
84,Stasiun Ancol,"https://www.google.com/maps/place/Stasiun+Ancol/@-6.1280046,106.8425386,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1e23b0ff390d:0x21dad63adeb910ae!8m2!3d-6.1280046!4d106.8451135!16s%2Fm%2F0zbwwnx","Bintang 4,2",217 ulasan
85,Stasiun Angke,"https://www.google.com/maps/place/Angke/@-6.14473,106.7983251,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f61a257eb627:0x74df19b390c9456c!8m2!3d-6.14473!4d106.8009!16s%2Fg%2F120nqgqn","Bintang 4,1",525 ulasan
86,Stasiun Bojong Indah,"https://www.google.com/maps/place/Stasiun+Bojong+Indah/@-6.1603888,106.7326629,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7179b1b2337:0x2f296d460923b47e!8m2!3d-6.1603888!4d106.7352378!16s%2Fg%2F11tjmgkmt3","Bintang 4,1",20 ulasan
87,Stasiun Buaran,"https://www.google.com/maps/place/Stasiun+Buaran/@-6.2153691,106.9211025,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698b1f3c4291c3:0xf93278f7dd010899!8m2!3d-6.2153691!4d106.9236774!16s%2Fg%2F11n0_k5r_n","Bintang 4,8",51 ulasan
88,Stasiun Cakung,"https://www.google.com/maps/place/Stasiun+Cakung/@-6.218711,106.9493698,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698d30d8ffa111:0xcb90e6d70bbbf1ac!8m2!3d-6.218711!4d106.9519447!16s%2Fg%2F11frmmwqrn","Bintang 4,7",288 ulasan
89,Stasiun Cawang,"https://www.google.com/maps/place/St.+Cawang,+Jl.+O+Kavling,+RT.1%2FRW.14,+Kb.+Baru,+Kec.+Tebet,+Kota+Jakarta+Selatan,+Daerah+Khusus+Ibukota+Jakarta+12830/@-6.242039,106.8563564,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3a403d481e3:0xa69153edc32968fc!8m2!3d-6.242039!4d106.8589313!16s%2Fg%2F11qh31b_dz",,
90,Stasiun Cikini,"https://www.google.com/maps/place/Stasiun+Cikini/@-6.19851,106.8386651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f41533affbb7:0x950c3b02c92fab81!8m2!3d-6.19851!4d106.84124!16s%2Fm%2F012hd83j","Bintang 4,5",1.168 ulasan
91,Stasiun Cipinang,"https://www.google.com/maps/search/stasiun+cipinang/@-6.2176146,106.8643371,14z/data=!3m1!4b1",,
92,Stasiun Duren Kalibata,"https://www.google.com/maps/place/Duren+Kalibata/@-6.2553166,106.8524778,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3b3b080789b:0x4d924e494ab30b23!8m2!3d-6.2553166!4d106.8550527!16s%2Fg%2F122tcp3_","Bintang 4,4",1.079 ulasan
93,Stasiun Duri,"https://www.google.com/maps/place/St.+Duri,+Duri+Utara,+Kec.+Tambora,+Kota+Jakarta+Barat,+Daerah+Khusus+Ibukota+Jakarta+11270/@-6.1560949,106.799051,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f613380050c3:0x7c6b6c390106c0ac!8m2!3d-6.1560949!4d106.8016259!16s%2Fg%2F11p10dst4c",,
94,Stasiun Gambir,"https://www.google.com/maps/place/Stasiun+Gambir/@-6.1765651,106.8280152,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f432b0d984e1:0x341c15623689f38a!8m2!3d-6.1765651!4d106.8305901!16zL20vMGJxdHBz","Bintang 4,6",7.635 ulasan
95,Stasiun Gang Sentiong,"https://www.google.com/maps/place/Stasiun+Gang+Sentiong/@-6.1865303,106.8483518,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f568394e3843:0x371552d2e7a1fa53!8m2!3d-6.1865303!4d106.8509267!16s%2Fg%2F11m7bfjp1g","Bintang 4,5",30 ulasan
96,Stasiun Gondangdia,"https://www.google.com/maps/place/Stasiun+Gondangdia/@-6.18598,106.8300747,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f430db9078c7:0x4fb36a1692bb2bae!8m2!3d-6.18598!4d106.8326496!16s%2Fm%2F0k0tpxs","Bintang 4,5",1.359 ulasan
97,Stasiun Grogol,"https://www.google.com/maps/place/Grogol/@-6.1620333,106.7867914,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f64765c747c5:0x1cba860f81ae0df5!8m2!3d-6.1620333!4d106.7893663!16s%2Fg%2F1xy2ys5d","Bintang 4,3",514 ulasan
98,Stasiun Jakarta Gudang,"https://www.google.com/maps/place/Stasiun+Jakarta+Gudang+KALOG+pengambilan/@-6.1326796,106.8133931,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1d6a5523a8a5:0x5c82c87317122f09!8m2!3d-6.1326796!4d106.815968!16s%2Fg%2F11m390wgb6","Bintang 4,6",10 ulasan
99,Stasiun Jakarta Kota,"https://www.google.com/maps/place/Stasiun+Jakarta+Kota/@-6.1371358,106.8117116,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f601c85ea1e3:0xddc416823efd9d36!8m2!3d-6.1371358!4d106.8142865!16s%2Fg%2F11f5g0qxlc","Bintang 4,5",99 ulasan
100,Stasiun Jatinegara,"https://www.google.com/maps/place/Jatinegara/@-6.2149238,106.8677154,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f481e56bd3c3:0x5e1605686ffcb0fe!8m2!3d-6.2149238!4d106.8702903!16s%2Fg%2F1pzr9pmf5","Bintang 4,4",2.488 ulasan
101,Stasiun Jayakarta,"https://www.google.com/maps/place/Stasiun+Jayakarta/@-6.1412258,106.8204183,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5fea6f8130d:0x28bb4b030031f330!8m2!3d-6.1412258!4d106.8229932!16s%2Fg%2F155p_2zc","Bintang 4,4",367 ulasan
102,Stasiun Juanda,"https://www.google.com/maps/place/Stasiun+Juanda/@-6.1667216,106.8278981,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5cff0965e73:0x218dc9552a30d8a3!8m2!3d-6.1667216!4d106.830473!16s%2Fg%2F11_ygsjgt","Bintang 4,5",1.546 ulasan
103,Stasiun Kalideres,"https://www.google.com/maps/place/Stasiun+Kali+Deres/@-6.1660731,106.7012257,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f815e1a4ce67:0x8bff32803be97bef!8m2!3d-6.1660731!4d106.7038006!16s%2Fg%2F11b5m5x69l","Bintang 4,2",488 ulasan
104,Stasiun Kampung Bandan,"https://www.google.com/maps/place/Kampung+Bandan/@-6.1325539,106.8259793,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1e02df98a529:0x4a68646f1d98548f!8m2!3d-6.1325539!4d106.8285542!16s%2Fm%2F0y6mkm2","Bintang 4,1",812 ulasan
105,Stasiun Karet,"https://www.google.com/maps/place/Stadiun+Karet/@-6.2008189,106.8132011,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6a0957a27ff:0x6b67090796653b2b!8m2!3d-6.2008189!4d106.815776!16s%2Fg%2F11_pkrjsl","Bintang 4,1",616 ulasan
106,Stasiun Kebayoran,"https://www.google.com/maps/place/Stasiun+Kebayoran/@-6.23734,106.7800851,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f13d33ac316b:0x697835a55ee098f8!8m2!3d-6.23734!4d106.78266!16s%2Fg%2F11gtznsbxg","Bintang 4,5",108 ulasan
107,Stasiun Kemayoran,"https://www.google.com/maps/place/Stasiun+Kemayoran/@-6.1617338,106.8388182,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5b89e46703d:0x76e6e2a8b70371cf!8m2!3d-6.1617338!4d106.8413931!16s%2Fg%2F120z70t4","Bintang 4,1",758 ulasan
108,Stasiun Klender,"https://www.google.com/maps/place/STASIUN+KLENDER+BARU/@-6.2176573,106.9377412,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698dd8c3688901:0x13bcff622cf6e44a!8m2!3d-6.2176573!4d106.9403161!16s%2Fg%2F11fmdxmtw4","Bintang 4,1",81 ulasan
109,Stasiun Klender Baru,"https://www.google.com/maps/place/STASIUN+KLENDER+BARU/@-6.2176573,106.9377412,17z/data=!3m1!4b1!4m6!3m5!1s0x2e698dd8c3688901:0x13bcff622cf6e44a!8m2!3d-6.2176573!4d106.9403161!16s%2Fg%2F11fmdxmtw4","Bintang 4,1",81 ulasan
110,Stasiun Kramat,"https://www.google.com/maps/place/Stasiun+kramat/@-6.1938115,106.8539574,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5fa249f2c9b:0xdfeb1c2ee31628c5!8m2!3d-6.1938115!4d106.8565323!16s%2Fg%2F11qzp_0xfy","Bintang 4,6",440 ulasan
111,Stasiun Lenteng Agung,"https://www.google.com/maps/place/Lenteng+Agung/@-6.3303684,106.8322293,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69edced922f2f7:0xd045ac21476bcd24!8m2!3d-6.3303684!4d106.8348042!16s%2Fg%2F1q5bm9p3_","Bintang 4,5",800 ulasan
112,Stasiun Mangga Besar,"https://www.google.com/maps/place/St.+Mangga+Besar,+Jl.+Karang+Anyar,+RT.13%2FRW.1,+Karang+Anyar,+Kecamatan+Sawah+Besar,+Kota+Jakarta+Barat,+Daerah+Khusus+Ibukota+Jakarta+11150/@-6.1498329,106.8243928,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5e5cba56cdf:0xf60a2bed1bde4ebe!8m2!3d-6.1498329!4d106.8269677!16s%2Fg%2F11bw40c3fx","Bintang 4,4 466 Ulasan","Bintang 4,4 466 Ulasan"
113,Stasiun Manggarai,"https://www.google.com/maps/place/Manggarai/@-6.2099019,106.8476453,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4711cac0e99:0x47c98448b038a7d8!8m2!3d-6.2099019!4d106.8502202!16s%2Fm%2F0y6by9p","Bintang 4,3",4.645 ulasan
114,Stasiun Matraman,"https://www.google.com/maps/place/Matraman/@-6.21249,106.8574151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f47ec6460207:0xadd1accab5321048!8m2!3d-6.21249!4d106.85999!16s%2Fg%2F11jp6bs4_1","Bintang 4,3",39 ulasan
115,Stasiun Palmerah,"https://www.google.com/maps/place/Palmerah/@-6.20753,106.7948051,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6b9d5c5f189:0x116987b9272f716d!8m2!3d-6.20753!4d106.79738!16s%2Fg%2F1th6h45l","Bintang 4,6",1.396 ulasan
116,Stasiun Pasar Minggu,"https://www.google.com/maps/place/St.+Ps.+Minggu,+Pejaten+Timur,+Ps.+Minggu,+Kota+Jakarta+Selatan,+Daerah+Khusus+Ibukota+Jakarta/@-6.2836652,106.8421526,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f26c7caf4f8f:0xd6dfc6e3d61a398e!8m2!3d-6.2836652!4d106.8447275!16s%2Fg%2F11p10dqc4f","Bintang 4,9 16 Ulasan","Bintang 4,9 16 Ulasan"
117,Stasiun Pasar Minggu Baru,"https://www.google.com/maps/place/Stasiun+pasar+Minggu+baru/@-6.2628003,106.8492625,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f371c5a9021f:0x3826da92039e683e!8m2!3d-6.2628003!4d106.8518374!16s%2Fg%2F11h_bngn_t","Bintang 4,6",145 ulasan
118,Stasiun Pasar Senen,"https://www.google.com/maps/place/Stasiun+Pasar+Senen/@-6.1747,106.8417751,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5b4d941c0d5:0x26d8e8d36c8b8021!8m2!3d-6.1747!4d106.84435!16s%2Fm%2F05zw73h","Bintang 4,4",8.742 ulasan
119,Stasiun Pasoso,"https://www.google.com/maps/place/Stasiun+Pasoso/@-6.1094098,106.8814548,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1f3a9e460863:0x22a84d055d7f0bc9!8m2!3d-6.1094098!4d106.8840297!16s%2Fg%2F11c31shqcb","Bintang 4,9",8 ulasan
120,Stasiun Pegangsaan,"https://www.google.com/maps/search/stasiun+pegangsaan+dua/@-6.1568081,106.9122469,17z/data=!3m1!4b1","Bintang 4,6 54 Ulasan","Bintang 4,6 54 Ulasan"
121,Stasiun Pesing,"https://www.google.com/maps/place/St.+Pesing,+Wijaya+Kusuma,+Kec.+Grogol+petamburan,+Kota+Jakarta+Barat,+Daerah+Khusus+Ibukota+Jakarta/@-6.1612837,106.7686988,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f64b37391e91:0x6d68dff268ec2fc!8m2!3d-6.1612837!4d106.7712737!16s%2Fg%2F11p10dqxms",,
122,Stasiun Pondok Jati,"https://www.google.com/maps/place/Stasiun+Pondok+Jati/@-6.2091932,106.8597089,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f47db3f8026f:0x1b8ccb9c9a580c1e!8m2!3d-6.2091932!4d106.8622838!16s%2Fg%2F122cc3p6","Bintang 4,1",254 ulasan
123,Stasiun Rajawali,"https://www.google.com/maps/place/St.+Rajawali/@-6.145055,106.8341314,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5ed930e8eed:0xc5658f24af70142a!8m2!3d-6.145055!4d106.8367063!16s%2Fg%2F121m2rw_","Bintang 4,2",332 ulasan
124,Stasiun Rawa Buaya,"https://www.google.com/maps/place/St.+Rw.+Buaya,+Duri+Kosambi,+Kecamatan+Cengkareng,+Kota+Jakarta+Barat,+Daerah+Khusus+Ibukota+Jakarta/@-6.1626667,106.7211309,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f78a76ed12e3:0x60e3b294bb6cabbe!8m2!3d-6.1626667!4d106.7237058!16s%2Fg%2F11p10dtn6q",,
125,Stasiun Sawah Besar,"https://www.google.com/maps/place/Stasiun+Sawah+Besar/@-6.16068,106.8250651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5db61600a57:0xc968387aa1308255!8m2!3d-6.16068!4d106.82764!16s%2Fg%2F155snrg_","Bintang 4,3",459 ulasan
126,Stasiun Sudirman,"https://www.google.com/maps/place/St.+Sudirman,+Kb.+Melati,+Kecamatan+Tanah+Abang,+Kota+Jakarta+Pusat,+Daerah+Khusus+Ibukota+Jakarta+10230/@-6.2015486,106.8171986,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f41e71eeecb9:0x920958364e22b105!8m2!3d-6.2015486!4d106.8197735!16s%2Fg%2F11qh3162zy","Bintang 4,7 57 Ulasan","Bintang 4,7 57 Ulasan"
127,Stasiun Sudirman Baru,"https://www.google.com/maps/search/stasiun+sudirman+baru/@-6.201531,106.8170445,17z/data=!3m1!4b1","Bintang 4,7 57 Ulasan","Bintang 4,7 57 Ulasan"
128,Stasiun Sungai Lagoa,"https://www.google.com/maps/place/Stasiun+Sungai+Lagoa/@-6.11201,106.8737803,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1f2a57f594a5:0xa32c9ff4fba49a85!8m2!3d-6.11201!4d106.8763552!16s%2Fg%2F11gxsshfr4","Bintang 4,8",4 ulasan
129,Stasiun Taman Kota,"https://www.google.com/maps/place/Stasiun+Taman+Kota+%22BASCAME+BATAKO%22/@-6.1594761,106.7541324,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7829b34cf17:0xc7af64191690f945!8m2!3d-6.1594761!4d106.7567073!16s%2Fg%2F11h5brnwlc","Bintang 4,9",35 ulasan
130,Stasiun Tanah Abang,"https://www.google.com/maps/place/Stasiun+Tanahabang/@-6.1857021,106.8082787,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f684bd7015d1:0x790a6a4bfd2f5502!8m2!3d-6.1857021!4d106.8108536!16s%2Fm%2F0y6hf7r","Bintang 4,2",3.181 ulasan
131,Stasiun Tanjung Barat,"https://www.google.com/maps/place/Stasiun+Tanjung+Barat/@-6.3079138,106.83631,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69edf289df65f9:0xe2d209eedab886fc!8m2!3d-6.3079138!4d106.8388849!16s%2Fg%2F11c76djlvm","Bintang 4,5",1.215 ulasan
132,Stasiun Tanjung Priuk,"https://www.google.com/maps/place/Stasiun+Tanjung+Priuk/@-6.1109799,106.8786086,17z/data=!3m1!4b1!4m6!3m5!1s0x2e6a1fb4e022034f:0xacecc005960684a1!8m2!3d-6.1109799!4d106.8811835!16s%2Fg%2F11s10nxvb6","Bintang 4,7",154 ulasan
133,Stasiun Tebet,"https://www.google.com/maps/place/Stasiun+tebet+indomaret./@-6.2258624,106.8562387,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3aa45e64ec5:0xc66160de4cf584e2!8m2!3d-6.2258624!4d106.8588136!16s%2Fg%2F11j86k67d8","Bintang 4,8",395 ulasan
134,Stasiun Universitas Pancasila,"https://www.google.com/maps/place/Stasiun+Universitas+Pancasila+Arah+Depok/@-6.3392527,106.831904,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69ed3200085efb:0x1844a944839128d5!8m2!3d-6.3392527!4d106.8344789!16s%2Fg%2F11q96ln_gk","Bintang 4,6",9 ulasan
135,Halte Busway ASMI,"https://www.google.com/maps/place/ASMI/@-6.1717466,106.8861393,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f521d5377cf9:0xcb65d840787c4d54!8m2!3d-6.1717466!4d106.8887142!16s%2Fg%2F1hc0r_cb4","Bintang 4,2",69 ulasan
136,Halte Busway Adam Malik,"https://www.google.com/maps/place/Adam+Malik+(Transjakarta)/@-6.2365393,106.7450323,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f0c09f5809b1:0x60c6da7e66cb578e!8m2!3d-6.2365393!4d106.7476072!16s%2Fg%2F11dfr4x7lg","Bintang 3,7",33 ulasan
137,Halte Busway Ahmad Yani Bea Cukai,"https://www.google.com/maps/place/Ahmad+Yani+Bea+Cukai/@-6.20552,106.8711851,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4857ff3cf39:0x546f84c7dddd3f8c!8m2!3d-6.20552!4d106.87376!16s%2Fg%2F11bwdq9_9x","Bintang 4,4",34 ulasan
138,Halte Busway Angkutan cepat bus,"https://www.google.com/maps/@-6.208428,106.7824432,15z/data=!10m2!1e2!2e12",,
139,Halte Busway Atrium,"https://www.google.com/maps/place/Atrium+1/@-6.17745,106.8383651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f4356314850f:0x97eb4d40f23d1b18!8m2!3d-6.17745!4d106.84094!16s%2Fg%2F11f5g0sq22","Bintang 5,0",1 ulasan
140,Halte Busway BKN,"https://www.google.com/maps/search/halte+busway+bkn/@-6.2581174,106.8669566,17z/data=!3m1!4b1","Bintang 4,4 36 Ulasan","Bintang 4,4 36 Ulasan"
141,Halte Busway BNN,"https://www.google.com/maps/place/BNN+1/@-6.2458606,106.8692819,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f30f5b923e9d:0x7af0d4c67503d355!8m2!3d-6.2458606!4d106.8718568!16s%2Fg%2F11bc893ds4","Bintang 4,0",140 ulasan
142,Halte Busway Balai Kota,"https://www.google.com/maps/search/halte+busway+balai+kota/@-6.1805336,106.8248911,17z/data=!3m1!4b1","Bintang 4,6 95 Ulasan","Bintang 4,6 95 Ulasan"
143,Halte Busway Bandengan Pekojan,"https://www.google.com/maps/place/Bandengan+Selatan+1/@-6.1363063,106.8009108,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f61d80f22ac5:0x59541da322fcd268!8m2!3d-6.1363063!4d106.8034857!16s%2Fg%2F11b7sg3827","Bintang 4,4",8 ulasan
144,Halte Busway Bank Indonesia,"https://www.google.com/maps/place/Halte+Busway+Bank+Indonesia/@-6.208428,106.7824432,15z/data=!4m6!3m5!1s0x2e69f42905cf6055:0xdf2a55d3bd3d3cc6!8m2!3d-6.1836692!4d106.821219!16s%2Fg%2F11h54_4jgc","Bintang 3,3",4 ulasan
145,Halte Busway Bendungan Hilir,"https://www.google.com/maps/search/halte+busway+bendungan+hilir/@-6.2170115,106.8126941,17z/data=!3m1!4b1","Bintang 4,5 327 Ulasan","Bintang 4,5 327 Ulasan"
146,Halte Busway Bermis,"https://www.google.com/maps/search/halte+busway+bermis/@-6.1781917,106.8959188,17z/data=!3m1!4b1","Bintang 3,9 32 Ulasan","Bintang 3,9 32 Ulasan"
147,Halte Busway Bidara Cina,"https://www.google.com/maps/search/halte+busway+bidara+cina/@-6.2308916,106.8653037,17z/data=!3m1!4b1","Bintang 3,1 27 Ulasan","Bintang 3,1 27 Ulasan"
148,Halte Busway Buaran,"https://www.google.com/maps/search/halte+busway+buaran+plaza/@-6.2165363,106.9154375,16z/data=!3m1!4b1","Bintang 4,0 40 Ulasan","Bintang 4,0 40 Ulasan"
149,Halte Busway Budi Utomo,"https://www.google.com/maps/place/Halte+Budi+Utomo/@-6.1671,106.8354651,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f5c88cb23e39:0xc5ab36b19465b12d!8m2!3d-6.1671!4d106.83804!16s%2Fg%2F11bv2l4jt5","Bintang 4,6",5 ulasan
150,Halte Busway Buncit Indah,"https://www.google.com/maps/place/Buncit+Indah/@-6.274338,106.8277305,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f2483b9b7be5:0xf1ad8dcd925cf811!8m2!3d-6.274338!4d106.8303054!16s%2Fg%2F11bc858nmg","Bintang 4,2",49 ulasan
151,Halte Busway Bundaran HI,"https://www.google.com/maps/place/Bundaran+HI/@-6.19302,106.8204251,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f42165575b9f:0x2998e57aaa2a6e2b!8m2!3d-6.19302!4d106.823!16s%2Fg%2F11bc7klbwl","Bintang 4,8",633 ulasan
152,Halte Busway Bundaran Senayan,"https://www.google.com/maps/search/halte+busway+bundaran+senayan/@-6.2263309,106.797724,16z/data=!3m1!4b1","Bintang 4,0 83 Ulasan","Bintang 4,0 83 Ulasan"
153,Halte Busway CSW,"https://www.google.com/maps/place/CSW/@-6.2399,106.7959151,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f16a402cfa69:0x38e878d9bf186de9!8m2!3d-6.2399!4d106.79849!16s%2Fg%2F11hwlxhqmd","Bintang 4,6",82 ulasan
154,Halte Busway Cawang Ciliwung,"https://www.google.com/maps/search/halte+busway+cawang+ciliwung/@-6.242046,106.8611266,17z/data=!3m1!4b1","Bintang 4,4 24 Ulasan","Bintang 4,4 24 Ulasan"
155,Halte Busway Cawang Otista,"https://www.google.com/maps/place/Halte+Busway+Cawang+Otista/@-6.2318333,106.8658624,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f37431e6dd81:0x87b547afcf8f8254!8m2!3d-6.2318333!4d106.8684373!16s%2Fg%2F1pzv5l3x0","Bintang 4,5",11 ulasan
156,Halte Busway Cawang Sutoyo,"https://www.google.com/maps/place/Cawang+Soetoyo/@-6.24477,106.8734051,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f30fc3033bd5:0x7353665911ea2a71!8m2!3d-6.24477!4d106.87598!16s%2Fg%2F11gfkl50l1","Bintang 4,1",43 ulasan
157,Halte Busway Cawang UKI,"https://www.google.com/maps/search/halte+busway+cawang+uki/@-6.2502247,106.8711252,17z/data=!3m1!4b1","Bintang 4,2 75 Ulasan","Bintang 4,2 75 Ulasan"
158,Halte Busway Cempaka Mas 2,"https://www.google.com/maps/search/halte+busway+cempaka+mas+2/@-6.1662652,106.8753692,17z/data=!3m1!4b1","Bintang 3,9 68 Ulasan","Bintang 3,9 68 Ulasan"
159,Halte Busway Cempaka Putih,"https://www.google.com/maps/place/Cempaka+Putih/@-6.1741826,106.8738911,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f502aebc307d:0x76deae911b32861a!8m2!3d-6.1741826!4d106.876466!16s%2Fg%2F11b7y6_zjw","Bintang 4,2",29 ulasan
160,Halte Busway Cempaka Tengah,"https://www.google.com/maps/place/Cempaka+Tengah/@-6.1703798,106.8640694,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f500b63df42f:0x4bfc00fb8a3d8992!8m2!3d-6.1703798!4d106.8666443!16s%2Fg%2F1s062f5dt","Bintang 4,3",26 ulasan
161,Halte Busway Cempaka Timur,"https://www.google.com/maps/search/halte+busway+cempaka+timur/@-6.1703639,106.8710945,16z/data=!3m1!4b1","Bintang 4,3 43 Ulasan","Bintang 4,3 43 Ulasan"
162,Halte Busway Cikoko Stasiun Cawang,"https://www.google.com/maps/place/Stasiun+Cawang/@-6.2435186,106.8566935,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f3a438a9f7d1:0xe2b10ea1f13e7c72!8m2!3d-6.2435186!4d106.8592684!16s%2Fg%2F1hc7h4fmf","Bintang 4,0",86 ulasan
163,Halte Busway Cipinang,"https://www.google.com/maps/search/halte+busway+cipinang/@-6.2084024,106.6279276,11z/data=!3m1!4b1",,
164,Halte Busway Cipinang Kebon Nanas,"https://www.google.com/maps/place/Cipinang+Kebon+Nanas/@-6.2316519,106.8737886,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f37203e8bebb:0xf30ac7f4d68351b5!8m2!3d-6.2316519!4d106.8763635!16s%2Fg%2F11bcck99x6","Bintang 3,9",12 ulasan
165,Halte Busway Cipulir,"https://www.google.com/maps/search/halte+busway+cipulir/@-6.2084263,106.751543,13z/data=!3m1!4b1",,
