provinsi,kota,kecamatan,kelurahan,nama_jalan,coordinate
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL TANAH MAS IV,"[-6.1868008, 106.8886229]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL TANAH MAS SELATAN,"[-6.1870732, 106.8909538]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL BANGUNAN TIMUR,"[-6.1899024, 106.8830474]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL MARMER,"[-6.1878628, 106.8865319]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON,"[-6.1873813, 106.8878837]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON I,"[-6.1868839, 106.8866932]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON II,"[-6.1871849, 106.8867345]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON III,"[-6.1873813, 106.8878837]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON IV,"[-6.1876829, 106.8878905]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON RAYA,"[-6.18782, 106.8867907]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON V,"[-6.1881367, 106.8868178]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLAFON VI,"[-6.1884385, 106.8868678]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL TEMBOK,"[-6.1887826, 106.8866411]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL. PLAFON I,"[-6.1868839, 106.8866932]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PORSELEN,"[-6.1881711, 106.8865685]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PORSELEN I,"[-6.1869196, 106.8864199]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PORSELEN II,"[-6.1872446, 106.8864585]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PORSELEN III,"[-6.1876897, 106.8853989]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PORSELEN IV,"[-6.1878628, 106.8865319]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PORSELEN V,"[-6.1881711, 106.8865685]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PORSELEN VI,"[-6.1884756, 106.8866047]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL BALOK,"[-6.1874361, 106.8838607]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL LOCIS,"[-6.187525, 106.8832639]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PAKU,"[-6.1871214, 106.8837695]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PAPAN,"[-6.1867585, 106.8843302]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL TIANG,"[-6.1869181, 106.8830985]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL BANGKIL,"[-6.1884349, 106.8845213]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL GERGAJI,"[-6.188448, 106.8822713]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL KIKIR,"[-6.1893243, 106.8829336]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL LINGGIS,"[-6.1882807, 106.882765]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL LOSTER,"[-6.1877377, 106.8825127]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL MARTIL,"[-6.1887623, 106.8845696]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL MASJID,"[-6.1889619, 106.8829009]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PAHAT,"[-6.1880513, 106.8825879]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PLESTER,"[-6.1885646, 106.8832356]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL PUPUT,"[-6.189062, 106.8822902]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SERUT,"[-6.1887864, 106.8821709]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,GG JAHE,"[-6.1870434, 106.8806207]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,GG RUKUN,"[-10.1718607, 123.6256689]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL JAHE,"[-6.1870434, 106.8806207]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL LEMPUYANG,"[-6.1882664, 106.8799219]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL RUKUN,"[-6.188322, 106.8808883]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO,"[-6.1870639, 106.8786896]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO III,"[-6.1873023, 106.8786916]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO IV,"[-6.187066, 106.8791857]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL. BANGUNAN BARAT,"[-6.1899024, 106.8830474]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL.BANGUNAN BARAT,"[-6.1899024, 106.8830474]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO I,"[-6.1876436, 106.8790428]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO RAYA,"[-6.1870639, 106.8786896]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL TEMULAWAK,"[-6.1866787, 106.8791489]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,KP. BARU,"[-6.1836824, 106.8831236]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL HAJI TEN,"[-6.188738, 106.8811993]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO DALAM,"[-6.1881575, 106.8786531]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO II,"[-6.1873697, 106.8783586]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,JL SAMBILOTO V,"[-6.1869261, 106.8782857]"
DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,KP BULOG,"[-6.1888458, 106.8785356]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG RT/RW,"[-6.2003988, 106.9231308]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG TARUNA I,"[-6.197949, 106.9062048]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG TARUNA II,"[-6.19741, 106.9058152]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JATINEGARA LIO,"[-6.2036623, 106.9071551]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL JATINEGARA,"[-6.2221732, 106.8693283]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL JATINEGARA LIO,"[-6.2036623, 106.9071551]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL LIO,"[-6.2036623, 106.9071551]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PULO KAMBING,"[-6.2095877, 106.9073145]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAYA BEKASI,"[-6.2155183, 106.8690488]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAYA BEKASI TIMUR,"[-6.2155183, 106.8690488]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL TARUNA,"[-6.197949, 106.9062048]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL TARUNA 11,"[-6.19741, 106.9058152]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL TARUNA I,"[-6.197949, 106.9062048]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL TARUNA II,"[-6.19741, 106.9058152]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP BEKASI TIMUR,"[-6.2352291, 106.8775964]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP LIO,"[-6.2036623, 106.9071551]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP RAWA TERATE,"[-6.1927666, 106.9194321]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. RAWA TERATE,"[-6.1927666, 106.9194321]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,TARUNA I,"[-6.197949, 106.9062048]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PULO GADUNG,"[-6.1974916, 106.9173343]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA TERATE I,"[-6.1926619, 106.9107391]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA TERATE II,"[-6.1938712, 106.9123498]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA GELAM I,"[-6.1983939, 106.9162535]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,DR KRT RADJIMAN,"[-6.2051426, 106.9228829]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL KAMPUNG PULO JAHE,"[-6.1960684, 106.923658]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL KRT RADJIMAN,"[-6.2051426, 106.9228829]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL MANUNGGAL,"[-6.2128567, 106.9225784]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PULO JAHE,"[-6.1952168, 106.9223741]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA BUNTU,"[-6.197802, 106.9239569]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA,"[-6.2095417, 106.9054967]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA I,"[-6.2407536, 106.8716301]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA IV,"[-6.2225247, 106.8728825]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA IV PULO JAHE,"[-6.1960684, 106.923658]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA RAWA BUNTU,"[-6.197802, 106.9239569]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA V,"[-6.2171852, 106.8865478]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL TANAH,"[-6.2400995, 106.8766429]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP PENGARENGAN,"[-6.2033733, 106.9204437]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP PULO JAHE,"[-6.1952168, 106.9223741]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP PULO JAHE IV,"[-6.1960684, 106.923658]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP PULO JAHE JATINEGARA,"[-6.1952168, 106.9223741]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP RAWA BADUNG,"[-6.2088616, 106.9232147]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP RAWA BUNTU,"[-6.197802, 106.9239569]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. PULO JAHE,"[-6.1952168, 106.9223741]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP.PULO JAHE,"[-6.1952168, 106.9223741]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,SWADAYA PULO JAHE,"[-6.1963119, 106.9266944]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG RT RW,"[-6.2003988, 106.9231308]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,PULO JAHE,"[-6.1960684, 106.923658]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,CAKUNG,"[-6.2034543, 106.9172456]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JATINEGARA INDAH,"[-6.2016916, 106.9271413]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG BROMO,"[-6.2012227, 106.9248498]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG GALUNGGUNG,"[-6.1991211, 106.9294968]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG KRAKATAU,"[-6.1999475, 106.9267132]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG KRAKATAU II,"[-6.1996276, 106.9253934]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG KRAKATAU III,"[-6.2002942, 106.9267276]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG KRAKATAU IV,"[-6.1999475, 106.9267132]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG MERAPI,"[-6.2010801, 106.9259888]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GUNUNG SEMERU,"[-6.2001797, 106.9270707]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL JATINEGARA INDAH,"[-6.2016916, 106.9271413]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PAPANDAYAN V,"[-6.1984255, 106.9278047]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RINJANI,"[-6.2001353, 106.9275011]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SEMERU,"[-6.2001797, 106.9270707]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP BUARAN II,"[-6.2056797, 106.9176709]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP JATINEGARA INDAH,"[-6.2016916, 106.9271413]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP SAWAH,"[-6.2215713, 106.8803706]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,PERUM.JATINEGARA INDAH,"[-6.2012754, 106.92762415031555]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,SWADAYA 4,"[-6.2095417, 106.9054967]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,.,"[-6.2149252, 106.8703394]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA KEPITING,"[-6.1951471, 106.9195984]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA PULO JAHE,"[-6.1963119, 106.9266944]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA GELAM II,"[-6.1990951, 106.9121638]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA GELAM V,"[-6.2045474, 106.9143221]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA GELAM,"[-6.201597, 106.915301]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA GELAM III,"[-6.2000436, 106.9138433]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA GELAM IV,"[-6.201597, 106.915301]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA SUMUR BARAT,"[-6.2080009, 106.9137486]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL JATINEGARA LIO 1,"[-6.2009753, 106.906418]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RT/RW,"[-6.2003988, 106.9231308]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RT/RW 10,"[-6.1989956, 106.9208386]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP JATINEGARA LIO,"[-6.2036623, 106.9071551]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP PISANGAN,"[-6.2115944, 106.86876955310804]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. LIO,"[-6.2036623, 106.9071551]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG RT/RW 12,"[-6.2004876, 106.9235177]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL ISMAIL,"[-6.2037395, 106.9081573]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SAWO,"[-6.2352088, 106.872226]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL. HAJI ISMAIL,"[-6.2037395, 106.9081573]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PUSKESMAS,"[-6.2029342, 106.9041875]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PARON,"[-6.2083626, 106.9061606]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP JAWA,"[-6.2059784, 106.9029001]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP PULO KAMBING,"[-6.2095877, 106.9073145]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. JAWA,"[-6.2059784, 106.9029001]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP BARU,"[-6.2405754, 106.8747134]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP BARU TENGAH,"[-6.2405754, 106.8747134]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA GIRANG,"[-6.2099051, 106.910438]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA SUMUR,"[-6.2143584, 106.9167759]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA BULAK,"[-6.2125714, 106.9093787]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA BULAK I,"[-6.2124778, 106.9097649]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL KOPI IV,"[-6.1959618, 106.9213187]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PENGARENGAN,"[-6.2033733, 106.9204437]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RADJIMAN,"[-6.2051426, 106.9228829]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG KOBER,"[-6.2232939, 106.8696334]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL BUARAN I,"[-6.2049426, 106.9177311]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL GOTONG ROYONG,"[-6.2350492, 106.8838642]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL INSPEKSI,"[-6.2435927, 106.8698567]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL MADRASAH,"[-6.2434204, 106.8714851]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL WARU DOYONG,"[-6.211766, 106.9201699]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP WARU DOYONG,"[-6.211766, 106.9201699]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. WARU DOYONG,"[-6.211766, 106.9201699]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA BADUNG,"[-6.2088616, 106.9232147]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP RAWA GELAM,"[-6.201597, 106.915301]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP SUMUR,"[-6.2143584, 106.9167759]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP TANAH KOJA,"[-6.2095728, 106.9011111]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. PENGARENGAN,"[-6.2033733, 106.9204437]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP.PENGARENGAN,"[-6.2033733, 106.9204437]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP.RAWA BADUNG,"[-6.2088616, 106.9232147]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,PENGARENGAN,"[-6.2033733, 106.9204437]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA SUMUR II,"[-6.2109858, 106.9155134]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA SUMUR III,"[-6.2130053, 106.9155227]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PAM RAWA BADUNG,"[-6.2078717, 106.921134]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA III,"[-6.2407825, 106.8723941]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. RAWA BADUNG,"[-6.2088616, 106.9232147]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL BUARAN V,"[-6.2071005, 106.919562]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP BUARAN,"[-6.2143279, 106.919406]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. RAWA GELAM,"[-6.201597, 106.915301]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP.RAWA GELAM,"[-6.201597, 106.915301]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,RAWA GELAM,"[-6.201597, 106.915301]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA BULAK II,"[-6.2125714, 106.9093787]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP BULAK,"[-6.2125714, 106.9093787]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA SUMUR IV,"[-6.2143584, 106.9167759]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL BUARAN,"[-6.2143279, 106.919406]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL M,"[-6.2221732, 106.8889582]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP BUARAN I,"[-6.2049426, 106.9177311]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. BUARAN,"[-6.2143279, 106.919406]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP. BUARAN I,"[-6.2049426, 106.9177311]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA SUMUR I,"[-6.2109035, 106.9166265]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA SUMUR TIMUR,"[-6.2143584, 106.9167759]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL PULO BUARAN,"[-6.2055985, 106.9195313]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL LELE,"[-6.2114434, 106.9043481]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAYA JATINEGARA,"[-6.2029342, 106.9041875]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL RAWA BUNGA,"[-6.2191685, 106.87155742361557]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL BUARAN II,"[-6.2056797, 106.9176709]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL.BUARAN II,"[-6.2056797, 106.9176709]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,KP CAKUNG,"[-6.2034543, 106.9172456]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,WARU DOYONG,"[-6.211766, 106.9201699]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL ANGGREK,"[-6.2049292, 106.9242732]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA RAWA BADUNG,"[-6.2098253, 106.9211609]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG MANUNGGAL VI,"[-6.2128567, 106.9225784]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG MANUNGGAL VIII,"[-6.2130206, 106.9219836]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL MANUNGGAL VIII,"[-6.2130206, 106.9219836]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL INSPEKSI SALURAN,"[-6.2435927, 106.8698567]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL IRIGASI,"[-6.235136, 106.8923889]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,JL SWADAYA II,"[-6.2406839, 106.8708985]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,RAWA BADUNG,"[-6.2111034499999995, 106.92334855543197]"
DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,GG GOTONG ROYONG,"[-6.2350492, 106.8838642]"
